source_signal_id,filename,lane_classification,r9_route_signal,direct_r9_source_body_signal,classification_note,source_use_label,boundary_note
R9-9737E10C-SOURCE-SIGNAL-0011,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CODEPOINT_GAP_CARRYFORWARD_ROWS.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0012,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CURRENT_BRANCH_LOG_TOP.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0013,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_DELTA_COMMITS_19B2AB4B_TO_6034C6B4.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0014,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0015,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_HARDENED_HEARTBEAT_MUTUAL_WAKE_RULES.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0016,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_JA_ZH_SOURCE_BASELINE_CARRYFORWARD.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0017,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SAME_FRONTIER_ECHO_DEDUP_ROWS_20260707.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0018,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SOURCE_USE_FABLE_ADVERSE_POINTERS.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0019,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SUMMARY.json,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0020,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VERIFICATION.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0021,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VISIBLE_SIBLING_WAKE_LEDGER.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0022,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_WAKE_FRONTIER_RECONCILIATION_20260707.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0023,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/HEARTBEAT_20260706.md,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0024,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/MANIFEST.csv,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0025,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/MANIFEST.json,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0026,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/README.md,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0027,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/SESSION_LOGBOOK_20260706.md,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0028,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/SHA256SUMS.txt,cjk_native_or_draft,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0029,uploader-transfer/olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707/OLP_6034C6B4_REVIEWER_RETURN_ACCOUNTING_RECOVERY_20260707/SOURCE_REVIEWER_EVIDENCE_COUNTS_6034C6B4.csv,olp_relation_function,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0030,uploader-transfer/r2-pan-turkic-hard-blockers-6034c6b4-frontier-advance-recovery-20260707/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/6034C6B4_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv,r2_pan_turkic,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0031,uploader-transfer/r2-pan-turkic-hard-blockers-6034c6b4-frontier-advance-recovery-20260707/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/exact_source_row_blocker_table_6034c6b4.csv,r2_pan_turkic,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0032,uploader-transfer/r2-pan-turkic-hard-blockers-6034c6b4-frontier-advance-recovery-20260707/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/source_return_recovery_crosswalk_6034c6b4.csv,r2_pan_turkic,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0033,uploader-transfer/r2-pan-turkic-hard-blockers-6034c6b4-frontier-advance-recovery-20260707/R2_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/source_use_ledger_6034c6b4.csv,r2_pan_turkic,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0034,uploader-transfer/r7-malay-sea-pacific-6034c6b4-current-frontier-recovery-visibility-boundary-20260707/R7_6034C6B4_CURRENT_FRONTIER_RECOVERY_VISIBILITY_BOUNDARY_20260707/R7_6034C6B4_FABLE_SOURCE_USE_ADVERSE_ROWS.csv,r7_malay_sea_pacific,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0035,uploader-transfer/r7-malay-sea-pacific-6034c6b4-current-frontier-recovery-visibility-boundary-20260707/R7_6034C6B4_CURRENT_FRONTIER_RECOVERY_VISIBILITY_BOUNDARY_20260707/R7_6034C6B4_SOURCE_USE_BOUNDARY_LEDGER.csv,r7_malay_sea_pacific,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0036,uploader-transfer/r9-africa-horn-west-6034c6b4-frontier-advance-recovery-20260707/R9_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/R9_6034C6B4_FABLE_SOURCE_USE_ADVERSE_ROWS_20260707.csv,r9_africa_horn_west_package_replay,true,false,R9 uploader-transfer package replay of prior 6034 packet; not new source-body evidence,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0037,uploader-transfer/r9-africa-horn-west-6034c6b4-frontier-advance-recovery-20260707/R9_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/R9_6034C6B4_R9_SOURCE_RETURN_CARRYFORWARD_ROWS_20260707.csv,r9_africa_horn_west_package_replay,true,false,R9 uploader-transfer package replay of prior 6034 packet; not new source-body evidence,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0038,uploader-transfer/r9-africa-horn-west-6034c6b4-frontier-advance-recovery-20260707/R9_6034C6B4_FRONTIER_ADVANCE_RECOVERY_20260707/R9_6034C6B4_SOURCE_LIKE_PATH_ROWS_20260707.csv,r9_africa_horn_west_package_replay,true,false,R9 uploader-transfer package replay of prior 6034 packet; not new source-body evidence,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0039,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/ACTIVE_SESSION_STATE.csv,slavic_watcher,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0040,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/B3_HANDOFF_BOUNDARY_ROWS_20260707.csv,slavic_watcher,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
R9-9737E10C-SOURCE-SIGNAL-0041,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/B3_UPLOADER_READY_SUMMARY.md,slavic_watcher,false,false,non-R9 or cross-lane package visibility context,source/OCR string signal only; not source certification,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, interlanguage-bridge, visual inventory, term spine, sign rendering, or translation completion"
