"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P38-ZH-X012","P38-ZH-T012","segment A reduction 3","Faktorensystem","因子系","因子系","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The multiplication factor system used to present the associated crossed product or cyclic algebra.","a generic system of factors; numerical factorization; quotient system without cocycle structure","modern Sino-xenic coinage/calque","High: 因子系 is historically compact and Mainland-oriented; modern or regional shelves may prefer a longer or cohomological term.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X013","P38-ZH-T013","segment B norm argument","Hassescher Normensatz","Hasse 范数定理","Hasse 範數定理","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The local-global norm theorem invoked for cyclic extensions, including the prime-degree Hilbert-Furtwängler case.","a vector-norm theorem; Hasse's unrelated local theorem; a normalization statement","global modern loan","Medium: retaining Hasse in Latin script avoids transliteration variation; 范数 is Mainland-dominant and regional naming is untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X014","P38-ZH-T014","segments B-C","Normenrestsymbol","范数剩余符号","範數剩餘符號","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The local norm-residue symbol whose order gives the local index and which satisfies the product theorem.","a remainder after numerical division; a generic norm sign; a residue-class norm without the local symbol","modern Sino-xenic coinage/calque","High: 剩余/留数 traditions differ and the long compound is Mainland-oriented; regional evidence is absent.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X015","P38-ZH-T015","segment A supplement; segment B theorem 1","Exponent","指数","指數","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The order/exponent of the algebra's Brauer class, asserted equal to the algebra index over a number field.","a power in elementary algebra; an exponential function; a book superscript; the local algebra index","mixed/contested","High: 指数 also translates mathematical exponent and is easily confused with Index; the target deliberately pairs 指数 with 指标.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X016","P38-ZH-T016","segments A-C","Index","指标","指標","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The algebra index, globally or after local completion, paired with Exponent in theorem 1.","an economic indicator; subgroup index; an array position; Brauer-class exponent","mixed/contested","High: 指标 is chosen to avoid collision with Exponent=指数, but differs from common Chinese algebra usage where Index may also be 指数.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X017","P38-ZH-T017","segment B theorem 2 and segment C","Grundideal","基本理想","基本理想","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The ideal defined via the reduced norm of the reduced different, with explicit warning against Dedekind's other use.","an arbitrary basic ideal; the unit ideal; Dedekind's Grundideal for different/discriminant; a foundational principle","mixed/contested","High: 基本理想 is literal and Mandarin-oriented while the source itself warns of terminological collision; regional evidence is absent.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X018","P38-ZH-T018","segment B theorem 2 footnote","(reduzierte) Differente","（约化）不同","（約化）不同","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The reduced noncommutative analogue of the different used to define the fundamental ideal.","ordinary difference; a derivative; the unreduced commutative different without qualification","mixed/contested","High: 不同 is a specialized Mainland algebraic-number-theory term that is opaque in ordinary Chinese and regionally untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X019","P38-ZH-T019","segments A-C","Primstelle","素位","素位","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A prime place, including finite primes and infinite places, at which the algebra is completed.","a prime ideal only; a physical position; a decimal place; a rank","modern Sino-xenic coinage/calque","High: 素位 is concise Mainland terminology but may be confused with prime ideals; finite/infinite distinctions require context and regional usage is untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X020","P38-ZH-T020","segment B theorem 3 proof","unverzweigter Körper","未分歧域","未分歧域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The unique unramified extension of the local field of the stated degree.","a topologically unbranched region; a field with no global ramification anywhere; a separable field generally","modern Sino-xenic coinage/calque","Medium: 未分歧 follows Mainland number-theory usage; 非分歧 is a live alternative and regional preference is untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X021","P38-ZH-T021","segment B theorem 3 proof","Kompositum","复合域","複合域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The smallest field containing both $K_{P_i}$ and $W_p$ in a common overfield.","a composite number field in the sense of nonprime degree; a function composition; a direct product","modern Sino-xenic coinage/calque","Medium: 复合域 is Mainland-dominant but regional and older terminology are untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X022","P38-ZH-T022","segments B-C","Verzweigungsordnung","分歧指数","分歧指數","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The ramification index $e_{P_i}$ in the prime decomposition and local-degree formula.","order of a branch in graph theory; valuation order of an element; the exponent of an algebra class","mixed/contested","High: the assembled target uses 分歧指数 in theorem 3 and later 分歧阶 in theorem 6; this unadjudicated producer variation is left explicit for independent checking.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X023","P38-ZH-T023","segment C Brauer-group paragraph","Brauersche Gruppe","R. Brauer 的群","R. Brauer 的群","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The group of similarity classes of algebras over the base field, with a subgroup determined by the splitting field $K$.","the group of people belonging to Brauer; a Galois group; one algebra rather than its class","global modern loan","High: the producer retains the source's personal-name possessive instead of modern Brauer 群; terminology and regional name convention are untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X024","P38-ZH-T024","segment C theorem 4","Zerlegungssatz","分解定理","分解定理","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The theorem identifying the residue degree of prime factors in $K$ with the least exponent splitting all corresponding local algebras.","primary decomposition; decomposition of representations; a generic factorization theorem","modern Sino-xenic coinage/calque","High: 分解定理 has many Mandarin mathematical attractors; the theorem's explicit statement fixes the local class-field sense.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X025","P38-ZH-T025","segment C theorem 5","Eindeutigkeits- und Anordnungssatz","唯一性与序定理","唯一性與序定理","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The theorem asserting $K\leqq K'$ iff the associated algebra subgroups satisfy the same inclusion.","an ordering algorithm; uniqueness of factorization; total-order theorem","modern Sino-xenic coinage/calque","Medium: 序 is compact Mainland prose and may understate inclusion-order content; regional wording is untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X026","P38-ZH-T026","segment C theorem 6","Kreiskörper","圆分域","圓分域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A cyclotomic field in which the absolutely irreducible representations can be realized.","a circular geometric region; an arbitrary cyclic field; a quotient field","mixed/contested","High: the target uses 圆分域 while earlier Chinese shelves may use 分圆域; Traditional regional convention is unresearched.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P38-ZH-X027","P38-ZH-T027","segment C theorem 6 proof","halbeinfache Algebra","半单代数","半單代數","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The rational group algebra decomposed into simple components carrying the absolutely irreducible representations.","an algebra that is merely not fully simple; a half-sized algebra; a simple algebra","modern Sino-xenic coinage/calque","Medium: 半单代数 follows Mainland usage but its relationship to historical completely reducible language and regional terminology is untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
