compare_label,filename,status,additions,deletions,changes
DFB0AC3E_to_359BC213,interlanguage-sidecar/r3-aeed56e7-current-frontier-source-use-gap-recovery-20260707/R3_AEED56E7_CURRENT_FRONTIER_SOURCE_USE_GAP_RECOVERY_20260707_20260707T025317Z/R3_AEED56E7_PERSIANATE_TAJIK_BLOCKERS.csv,added,11,0,11
DFB0AC3E_to_359BC213,interlanguage-sidecar/r3-aeed56e7-current-frontier-source-use-gap-recovery-20260707/R3_AEED56E7_CURRENT_FRONTIER_SOURCE_USE_GAP_RECOVERY_20260707_20260707T025317Z/R3_AEED56E7_PERSIANATE_TAJIK_COUNTS.csv,added,19,0,19
DFB0AC3E_to_359BC213,interlanguage-sidecar/r3-aeed56e7-current-frontier-source-use-gap-recovery-20260707/R3_AEED56E7_CURRENT_FRONTIER_SOURCE_USE_GAP_RECOVERY_20260707_20260707T025317Z/R3_AEED56E7_PERSIANATE_TAJIK_SOURCE_USE_GAP_ROLLUP.csv,added,6,0,6
DFB0AC3E_to_359BC213,interlanguage-sidecar/r3-aeed56e7-current-frontier-source-use-gap-recovery-20260707/R3_AEED56E7_CURRENT_FRONTIER_SOURCE_USE_GAP_RECOVERY_20260707_20260707T025317Z/R3_AEED56E7_POST_FRONTIER_B3_HELD_PACKET_BLOCKERS_BRANCH_COPY.csv,added,2,0,2
DFB0AC3E_to_359BC213,interlanguage-sidecar/r3-aeed56e7-current-frontier-source-use-gap-recovery-20260707/R3_AEED56E7_CURRENT_FRONTIER_SOURCE_USE_GAP_RECOVERY_20260707_20260707T025317Z/R3_AEED56E7_TO_OBSERVED_ORIGIN_DRIFT_PATHS.csv,added,25,0,25
DFB0AC3E_to_359BC213,interlanguage-sidecar/r3-aeed56e7-current-frontier-source-use-gap-recovery-20260707/R3_AEED56E7_CURRENT_FRONTIER_SOURCE_USE_GAP_RECOVERY_20260707_20260707T025317Z/README.md,added,16,0,16
DFB0AC3E_to_359BC213,interlanguage-sidecar/r3-aeed56e7-current-frontier-source-use-gap-recovery-20260707/R3_AEED56E7_CURRENT_FRONTIER_SOURCE_USE_GAP_RECOVERY_20260707_20260707T025317Z/SHA256SUMS.txt,added,19,0,19
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/B3_ACTION_SUMMARY.csv,added,2,0,2
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/BRANCH_PR_STATE.csv,added,2,0,2
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/MANIFEST.csv,added,10,0,10
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/PACKAGE_FILE_LEDGER.csv,added,39,0,39
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/PACKAGE_MANIFEST_REPLAY.csv,added,35,0,35
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv,added,3,0,3
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/PACKAGE_SHA256SUMS_REPLAY.csv,added,36,0,36
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/README.md,added,9,0,9
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/SAFETY_SCAN_HITS.csv,added,2,0,2
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/SHA256SUMS.txt,added,10,0,10
DFB0AC3E_to_359BC213,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_DFB0AC3E_R3_AEED_R6_6A_CONTEXT_BATCH_20260707/VALIDATION_ISSUES.csv,added,2,0,2
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv,added,17,0,17
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv,added,23,0,23
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md,added,27,0,27
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt,added,16,0,16
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv,added,2,0,2
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_6A895F1C_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv,added,6,0,6
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_6A895F1C_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv,added,2,0,2
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_6A895F1C_LOCAL_HEAD_NAMED_FILE_HITS.csv,added,1,0,1
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_6A895F1C_PAYLOAD_FRONTIER_CORRECTION.csv,added,2,0,2
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_6A895F1C_ETHICS_AUTHORITY_CONTINUATION_MAP.csv,added,5,0,5
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_6A895F1C_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv,added,5,0,5
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_6A895F1C_PRIOR_PACKAGE_SHA_VERIFY.csv,added,17,0,17
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md,added,18,0,18
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_6A895F1C_MUTUAL_WATCH_OBSERVATION.csv,added,2,0,2
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_6A895F1C_CROSS_LANE_CONTEXT_BOUNDARY.csv,added,2,0,2
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_6A895F1C_SOURCE_USE_CONTINUATION_LEDGER.csv,added,6,0,6
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_6A895F1C_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv,added,316,0,316
DFB0AC3E_to_359BC213,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707/R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_6A895F1C_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv,added,111,0,111
