lane,relative_output_path,extension,bytes,sha256_if_le_25MiB,category,blocker_signal
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_CORPUS_TRANSLATION_SLICES_20260704.md,.md,30082,E9112156138AB0603C6E3DFC06821113512FBFC42ED22469771F3749E990630D,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_DRAFT_CORPUS_SIDECAR_20260704.json,.json,15803,1FA4CB037A274545544992D341054AFBB924FEA0C89E13D3BF53455EC5FD2F32,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_DRAFT_CORPUS_SIDECAR_20260704.md,.md,17499,9DCBA57878612627B39D3E5D2B91DCB08B480EDB55BC98429DE0976B9AFD3A64,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_DRAFT_CORPUS_SIDECAR_MANIFEST_20260704.md,.md,1927,CD8E9E32AA4DBFA5F728437F2F8D22B86CEA6E2EC71AAFBFDE2769338471CB88,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_DRAFT_CORPUS_SIDECAR_SHA256_20260704.txt,.txt,365,CE826F0E3567217B39E429D060FA24D346F99E22DE43448295AB8CA95C7EAC32,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_DURABLE_RUN_LOG_20260704.md,.md,21522,DDE0ADFB02EB1A8C91F5576305ECC298B3FDAF2C6DEA996B34D91F566882FEAE,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_READER_SOURCE_BOUNDARY_FIXPASS_20260704.json,.json,5408,B10827FE212DAF261059B2002A47815CF012FB8A1795E1A26CCD6B8BF39DD39E,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_READER_SOURCE_BOUNDARY_FIXPASS_20260704.md,.md,8523,3080720157F95DAA04D030CB0E6E04170EC5CBC38B1F10060AB7F24E97EE1CD2,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_READER_SOURCE_BOUNDARY_FIXPASS_MANIFEST_20260704.md,.md,1216,41531EAD54607D32882C1C63253ADFEB1C398E6CC6A2E0C3F8167D9EC87E9559,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_READER_SOURCE_BOUNDARY_FIXPASS_SHA256_20260704.txt,.txt,398,FA508BBD1B454D6A08F972F5D02E4B12389AE56E2BD278C87D91D256D9D997C4,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_STEERING_UPDATE_FIXPASS_20260704.json,.json,2942,2C44E5736D76BEE903E0D55816152BA2D33AFD54F94F0E0030529E27FEAB123F,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_STEERING_UPDATE_FIXPASS_20260704.md,.md,3969,F6B5F1749EB445A0C79656E8D251C16893E72302F3F84EED77B439077AF7757D,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_STEERING_UPDATE_FIXPASS_MANIFEST_20260704.md,.md,1022,446F3DCC9E382763BCE1092ABC572AA8B1DCA43800FAF51B0A664F712D677153,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_STEERING_UPDATE_FIXPASS_SHA256_20260704.txt,.txt,374,2301BA2A1C7018518BED0796CD087E6B2C7E0ABA0B30FDA02445D288C0D49C41,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_ZENODO_READER_INTEGRATION_FIXPASS_20260704.json,.json,2897,0D3BC448DB35A5631A723F4D03E47A17B238B3526AE81B1704D18AEF5FC63FF4,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_ZENODO_READER_INTEGRATION_FIXPASS_20260704.md,.md,4593,BC971C1369ED4F4B12DD76866643C5AF8FE3A189767BDB30EAB31D3E48ED1B44,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_ZENODO_READER_INTEGRATION_MANIFEST_20260704.md,.md,1274,660A87ECEEE3E12F479373AAF96C566ADF709A92308C0584769D2821381518B3,provenance_or_text_evidence,
noether-arabic-rtl-source-evidence-draft-lane,NOETHER_ARABIC_RTL_ZENODO_READER_INTEGRATION_SHA256_20260704.txt,.txt,396,FFD65318A171B176713A0D2E28AE364D813780B596B92367B5C534E3FC49A828,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_DRAFT_TRANSLATION_SUPPORT_NOTES_20260704.md,.md,3996,B80BEEDA8CDD963DFD7DE6BE09BBA16C914D4DB90271707DABF65EEFFCB5621C,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_LANE_CONTINUATION_BUNDLE_20260704.zip,.zip,58585,E36E5F07D0834D1CE33860559DCF6466ED493DB8B52EFCFE6B58F1E7DEA94462,source_archive_manifest_only_until_license_checked,
noether-cjk-native-source-evidence,NOETHER_CJK_LANE_CONTINUATION_BUNDLE_20260704.zip.sha256,.sha256,117,897C2B8B229BC0592086CCFA4D3C4D5619C98188A7EFB9EAACFF92AF2191FB70,other_output_manifest_only,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_RETAINED_BLOCKERS_RECONCILIATION_20260704.json,.json,3645,D14F4CE7B67EDDCEA84465EDECC6C7111D8CC9DF582B8B662978EC1069CA75C7,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_RETAINED_BLOCKERS_RECONCILIATION_20260704.md,.md,4598,7E6E8D698798537658E163208826C0612FCB793029867920A9E2A5B525E6BC1A,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_AUDIT_SIDECAR_20260704.json,.json,9682,45924F5D50CBFA19E1628CF01B36A11C4ECD15B5D0E9513F8201FD15A6250DB4,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_AUDIT_SIDECAR_20260704.md,.md,12917,966C4DA6CE0A65F9FD30B16AA7D5152C6D1C043B45FC3B993B7D5864A094FA70,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_AUDIT_SIDECAR_20260704.zip,.zip,7262,1973E9511B6E5E2E98A5E718E5A54AD92DAF75DF77326E687269637B59895DD3,source_archive_manifest_only_until_license_checked,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_AUDIT_SIDECAR_20260704.zip.sha256,.sha256,129,7E636CA608241EE55C45AA71E490D9CBF480A2B3CE93A2EBA8C4A922C6542C3D,other_output_manifest_only,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_CHECKSUM_MANIFEST_20260704.json,.json,6584,A913FB096D758D2DD5B9F51482F8C53EBD6D402C4011F384617AC97DF93E2525,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_CHECKSUM_MANIFEST_20260704.md,.md,2688,E8DDB88360F4D04FF2EE5FD38FECC51D27417518C3C92639441D4AE3ACDCDE6D,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_CHECKSUM_MANIFEST_20260704T054453Z.json,.json,5817,70D9F714E76E907C4FFCC3C533D81676B5BBE58A9D33488838783C846720F74E,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_CHECKSUM_MANIFEST_20260704T054453Z.md,.md,2393,50ABC76625DAB2246CD8602888B4814618D925C9EBA93AEC65C1D39E7344426C,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_PACKET_20260704.json,.json,10143,AA2004E7849FC35B4CA37C1716761081B2F57DB98E8B5D146433CCA620733C8B,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_PACKET_20260704.md,.md,12757,B5AB90153E7F62ADD0F574D7453704AABFE666736F3F2A715C787058021E9B3F,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_RUNLOG_20260704.json,.json,12417,5B16813375C6C0DCF07C53253366C64D9B293F4CC2161893451CDEA81675A460,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_SOURCE_EVIDENCE_RUNLOG_20260704.md,.md,20729,529A67A1C3B745E05075FDC37A2CFC5E0BA3340856412830BD01B951FE2E466C,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_TENSOR_BLOCKER_RECONCILIATION_20260704.json,.json,3381,AF993128DA907880BE74414281EC965B0AF70B2292F846CAAD6BFD13D602BF83,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_NATIVE_TENSOR_BLOCKER_RECONCILIATION_20260704.md,.md,4253,CB3DB0C2660ED6B99283254F6B676F88F820F9E36E0BCFF1A68B4BA2CA1B16D6,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_SINOXENIC_CROSSWALK_SEED_MANIFEST_20260704.json,.json,14313,C9B41BEE86A6FA16EB5C2CECDD5B7F0B7795C0B599017F012D76194C7B01F184,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_SINOXENIC_CROSSWALK_SEED_MANIFEST_20260704.md,.md,8771,18499B3627BA93769BBA95F96DF9F1C3DE2494551F25BADA73DACF50C135FE24,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_SOURCE_SUPPORT_COMPLETION_AND_NEXT_READER_20260704.json,.json,3907,A36322C2C3B1E8B16697DE10D6FF3422CF5654B40503203E77246B21F251C4E3,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_SOURCE_SUPPORT_COMPLETION_AND_NEXT_READER_20260704.md,.md,3077,FEF22D06C60ABD2F0290E0BB000CF10731D2D5B11DFD84C9D8D731F108F5DA8A,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_SOURCE_SUPPORT_COVERAGE_AND_BLOCKER_LEDGER_20260704.json,.json,7263,AC49082680690D12F5CC42D42785F9288F8897C573D8FCA2E2AE4398181CFD96,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_CJK_SOURCE_SUPPORT_COVERAGE_AND_BLOCKER_LEDGER_20260704.md,.md,11852,7981CAD11129B2E3FAB60B016707D4B854E80A887F994B9610C9636C404188B2,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_MULTILINGUAL_CURRENT_RELEASE_INDEX_LOCAL_ADDENDUM_20260704.json,.json,2462,DE294170B9C13B0C2CDFA3BAE24DFA18DF39C24A43F53C88D9166C1E8C791791,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_MULTILINGUAL_CURRENT_RELEASE_INDEX_LOCAL_ADDENDUM_20260704.md,.md,3023,9FCA3B4F26F75269AEA0DC701AA129CBA28A0D40A6978943EC59E8A21E3608CD,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_20836874_LIVE_CHECK_20260704T051341Z.json,.json,886,97BA60E836FF39714BB25AC8C57C2EABF5C70F3C846B01287056AFFBAAF47EAC,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_20836874_LIVE_CHECK_20260704T062255Z.json,.json,886,115A22A0167D3A9AE632A6A78267EABCF637E7EBF55AF6C941EC9D999ADB7E92,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_20836874_LIVE_DELTA_VS_20260703T153737Z_20260704T051341Z.json,.json,853,AEB3955C96AECE7AD10ACE2263F14E2BCD12622B7565D298BB5FE4CAD9600A1A,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_20836874_LIVE_DELTA_VS_20260703T153737Z_20260704T051341Z.md,.md,948,DD100D6CCDF54AD8FC46EF380A512F03C1C3407705F6322856E39CBDFA2DE393,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_20836874_LIVE_DELTA_VS_20260703T153737Z_20260704T062255Z.json,.json,853,823B7F670C8A5998B3804777036DFE3E2A6B05F51F6D6026386D752FC6932A1E,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_20836874_LIVE_DELTA_VS_20260703T153737Z_20260704T062255Z.md,.md,3721,5F808CDABEA05F8C619ECF0935600152F058F0D58D15AC7E3841F0EEC0E205E2,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_CURRENT_RELEASE_COMPLETED_READER_INTAKE_20260704.json,.json,2765,FB12913259136FEBCF19EF60D81D4AC14F43E7BD19300D0251D735235212EEF1,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_CURRENT_RELEASE_COMPLETED_READER_INTAKE_20260704.md,.md,2937,80880BA3B7B7E5D25B2DFEFF61F149A56F7101BEE012E2D4457C7122A9C96DCD,provenance_or_text_evidence,
noether-cjk-native-source-evidence,NOETHER_ZENODO_CURRENT_RELEASE_FIXPASS_SIDECAR_20260704T051341Z.zip,.zip,24806,1BB88545A8B38DDDE1C86788BE77D05E75F30D7EF07D04B976B08F7C2FC8F5FD,source_archive_manifest_only_until_license_checked,
noether-cjk-native-source-evidence,NOETHER_ZENODO_CURRENT_RELEASE_FIXPASS_SIDECAR_20260704T051341Z.zip.sha256,.sha256,135,2BC91D04EA93F3A0DBD276FF8A260E4E5B64B3D87DBBA8132FBBC2841995641A,other_output_manifest_only,
noether-cjk-native-source-evidence,NOETHER_ZENODO_CURRENT_RELEASE_FIXPASS_SIDECAR_20260704T062255Z.zip,.zip,25184,DD438875FF4E2C30132BE47C4B4987F841D4B67C84C81678300457117A1D376F,source_archive_manifest_only_until_license_checked,
noether-cjk-native-source-evidence,NOETHER_ZENODO_CURRENT_RELEASE_FIXPASS_SIDECAR_20260704T062255Z.zip.sha256,.sha256,135,001E208FF86AE2BB1423E0D89020ABFA79C687267223ED1644487D621513FD6C,other_output_manifest_only,
noether-cjk-native-source-evidence,zenodo_20836874_api_live_20260704T051341Z.json,.json,68592,8A624D3B1A522B961DA7D08928DB7F7240FE882FDB9575DB576E4ABCD3AF0AC6,provenance_or_text_evidence,
noether-cjk-native-source-evidence,zenodo_20836874_api_live_20260704T062255Z.json,.json,68592,8A624D3B1A522B961DA7D08928DB7F7240FE882FDB9575DB576E4ABCD3AF0AC6,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_BLOCKER_NOTE_CORRECTION_20260704.md,.md,3464,99FACBFA422EF6EB0850340CC5E566B53450E3D0955D7A3D25E0F49B6F055AA1,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_BLOCKER_NOTE_CORRECTION_SHA256_20260704.txt,.txt,237,6558822C2E62091BC92E877ADA83C37A6D417A47853E3A40C246EE725AF87592,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_COMPLETED_READER_SOURCE_INTEGRATION_FIX_PASS_01_20260704.json,.json,16428,F15B6B46A1F78A3100333B2F9CD4E8D3DB99145A84AA33CF673D46D0186AC432,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_COMPLETED_READER_SOURCE_INTEGRATION_FIX_PASS_01_20260704.md,.md,8358,011AEC07BBB0F679211F6010AF79757B4A1541746FDA56B25E0EB988DD37BF03,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_COMPLETED_READER_SOURCE_INTEGRATION_FIX_PASS_01_MANIFEST_20260704.json,.json,2044,FC667BA98321014DB41EB4E32167917489BA5BE65C9CC6038B09E8AF13C0D4B9,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_COMPLETED_READER_SOURCE_INTEGRATION_FIX_PASS_01_RUN_LOG_ADDENDUM_20260704.md,.md,2565,10BAAA5CFDC63F5C52ABF88CAF49CEF5484FD680E1C44AEA3F1A1008B9A67D23,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_COMPLETED_READER_SOURCE_INTEGRATION_FIX_PASS_01_SHA256SUMS_20260704.txt,.txt,618,E9F27C7D5FB0F5AAFC7F3606B5DBC338347C67DB06D76F678BADA00C94336BB3,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_02_RUN_LOG_ADDENDUM_20260704.md,.md,1536,DFABC8C015CA3019E593135FB5F82358289538206F1B1F8F52845D7F815292E9,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_03_RUN_LOG_ADDENDUM_20260704.md,.md,1795,089D02681B5BE2D90869108F23FBF3230C670158945D06BBFFBC114F8593BE40,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_04_RUN_LOG_ADDENDUM_20260704.md,.md,1940,1C71981A7BCC7D6F0C19472BD602698E8D2B31AE8EB7B3B8438BC1E127F8092B,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_05_RUN_LOG_ADDENDUM_20260704.md,.md,1798,2593680514B6BF4694B9144CCC4930621E1D2DA8129FB3239556C0539A6F29D6,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_06_RUN_LOG_ADDENDUM_20260704.md,.md,2223,E2F6A2B969A2D35DD7D3DE32B42944CB7A13A578B4F225B2392698240CFA5080,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_07_RUN_LOG_ADDENDUM_20260704.md,.md,2722,A9D5B5F81DFF89377948781AC91C370E14701CD9B2A0216464E7923052A997EA,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_08_RUN_LOG_ADDENDUM_20260704.md,.md,2376,14936A31F2A11780ADD21328DC51DC3849F7ED6C12EA312F168FE58BFF1ECEBC,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_09_RUN_LOG_ADDENDUM_20260704.md,.md,2171,4293CB0AEFD3A98C428A9C8C6081713C5B335B100995418C97D5FB141940E1F4,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_10_RUN_LOG_ADDENDUM_20260704.md,.md,2219,455A04249BBDA7CFC9ACB5D1E1A67FEF7E390E616BA993A57260DBE16EC65CCA,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_11_RUN_LOG_ADDENDUM_20260704.md,.md,2253,7E9FE62708C54B906A415BFDCC626818AEF40DFFADA0A67553336971882B8725,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_12_RUN_LOG_ADDENDUM_20260704.md,.md,2087,EF2BF078E460D0517FA06DF3DA679D76E4AF5B347138E9D761BA023ED7E2BD83,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_13_RUN_LOG_ADDENDUM_20260704.md,.md,2173,435C50A840DDE86E88A50D5F08F487058AC0D049D45A4C12AF2E7CA165FB75AE,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_14_RUN_LOG_ADDENDUM_20260704.md,.md,2140,7E12545F8D4BE0F04C03FD50AD93943975FC05E5DDF035FC53EEDF54E73DE46B,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_15_RUN_LOG_ADDENDUM_20260704.md,.md,1948,FAB7287E1C08C273804E2D738662F4A80C47D170524B9DD64D5A32FF88F57C45,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_16_RUN_LOG_ADDENDUM_20260704.md,.md,2009,CE1DA2D579DE2EADF65D84C02696CFBA4215D16084D184614A88D22A36FCEE13,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_17_RUN_LOG_ADDENDUM_20260704.md,.md,2184,A2F213D962D4003841EFBF7AD0AD6270A758DCBB070AE967F350EDBE6CDC0F95,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_18_RUN_LOG_ADDENDUM_20260704.md,.md,1825,26AF4B700C0274CCF9DD1A75AD7C333259019C8DA8E0DAD884F17651018AD6C6,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_19_RUN_LOG_ADDENDUM_20260704.md,.md,2513,6A78505C98B0585F441840ED778C927005C7BACFDCF733E831EE9DD3A8FA1B63,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_20_RUN_LOG_ADDENDUM_20260704.md,.md,2436,60D9834653F7E655774C2FC13C28B934AAF6FA4CA65CB068288021BF8226B5F4,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_21_RUN_LOG_ADDENDUM_20260704.md,.md,2342,32D8D8981470DA0B70277CF6221BD94E71BAD5B9E1866D3C03C31B7823799BAA,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_22_RUN_LOG_ADDENDUM_20260704.md,.md,2772,476677749573A141194079EAF906F9A167EC727C9A1B74FA0620C393F3E4891E,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_23_RUN_LOG_ADDENDUM_20260704.md,.md,2750,EE92630B310139DD33E4BAA27955EF931DD1FDCCCB3066597CE6D9772DACF177,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_24_RUN_LOG_ADDENDUM_20260704.md,.md,2149,F3902708B467A89B499FFCFB1011A64661FBDE7B42F8BC94B8CB353E4AAFF7DC,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_25_RUN_LOG_ADDENDUM_20260704.md,.md,2597,689552692BE697886F2B18785F42FD4BF663E5A7ED6150C208178AA6B233C308,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_26_RUN_LOG_ADDENDUM_20260704.md,.md,2608,A47691ABE7AB81D813D6B86C1BB0DEE1B54B63D38BEA55E1B7001B23EA0E10D8,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_27_RUN_LOG_ADDENDUM_20260704.md,.md,3040,FD26E6C7AE3DE5769281FD40AD7A39E21D6D2659535EE769B8F3689EBA2A6004,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_28_RUN_LOG_ADDENDUM_20260704.md,.md,2815,AA2D6B517784C70A4FE7AEDF6A46EE86575AF35E862B33F6FA2375687AA3CF5E,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_29_RUN_LOG_ADDENDUM_20260704.md,.md,1914,3DAB805F2E1155072651D521F653A3EA58DAF5A2E7C916D052EBACC357339B52,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_30_RUN_LOG_ADDENDUM_20260704.md,.md,2448,2D35C023EB36068A99F9ABE4AF6B425BCD7A1D1117F1FCFC6289FFCE66F462D2,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_31_RUN_LOG_ADDENDUM_20260704.md,.md,2520,E76833086D9F4968D09C75B76EDBA530B941B00F462153DAA549674E3FA69F83,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_CORPUS_CONTINUATION_32_RUN_LOG_ADDENDUM_20260704.md,.md,1621,E20B14810949585993C9745943355203BE04137A81344852838C08DEEC91F867,provenance_or_text_evidence,
