source_root,relative_path,bytes,sha256_if_le_25MiB,open_license_hint
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T211612Z_persian_arabic_tex_source_first/arabic/arabtex/source/arabtex/doc/txt/readme.txt,4490,6770AD0352446E5455E2F7EB7E8026B3343BB6D60532451128F3B63DB2F4A385,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/arabic/ctan/arabic-book/source/arabic-book/README.txt,841,DEA8D9B71FF61AE7E4A7F327C06AD8875881695F8A2AE7E9E65A6CACDB3AABE0,lppl
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/arabic/ctan/sexam/source/sexam/README.txt,710,20F2911099CCB224BC3CEBEAF1B9F00837B0BCAD426DF5224266D9D3D9B85C30,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/AlirezaKachouei_Advanced-Math-Problems/source/Advanced-Math-Problems-main/README.md,1685,0FC23B81C38E71BEBC9CCD377B5CA4ADB431B0184F49DB07E2368D238471C327,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/AlirezaKachouei_Linear-Algebra-Gilbert-Strang-Persian/source/Linear-Algebra-Gilbert-Strang-Persian-main/README.md,887,12D87EEA634D8C8637A4E59B9FBD688B603CF793A643DC5A2F53D5A80304B4EE,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/ArsalanDalvand_atomathix-latex/source/atomathix-latex-main/README.md,2775,E9951BAF29BE6D514152F199267C8D27D30C0C2BB45EC8397015BFCC40B07A51,CC BY
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/KooroshSadri_farsimath/source/farsimath-main/README.md,552,8A62A5573D38E778DE7CE122C11FA897C9D9EA80CAC369EEF20D2145B2E444F3,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/OpenBookshelf_DiscreteMathematics-Persian/source/DiscreteMathematics-Persian-master/README.md,1745,3532FB3C3527AE9F78B1E41BDBF5291D6CD3F9CB5622256567AB3FD16834E4CD,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/RohamN0_mathematical-logic-persian/source/mathematical-logic-persian-master/NOTICE.md,379,103AB24A6993BCFB51D3EE0D9CC94AEAA32D76FAB7C8819B6A9B30559AEAF802,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/RohamN0_mathematical-logic-persian/source/mathematical-logic-persian-master/README.md,1744,241F2B8BB6C16172CB4DDEAD1307A755378E212B0B1BFF2B1323642676C51ED2,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/SireJeff_linear-algebra-3blue1brown-notes/source/linear-algebra-3blue1brown-notes-master/README.md,5361,FDB060B1F3F54C9ED2A5234A6F2871E9C07AAA004DB767EEBFE9BFBDEB14E41B,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/github/SireJeff_linear-algebra-3blue1brown-notes/source/linear-algebra-3blue1brown-notes-master/persian_notes/README.txt,4098,ABAD3BBF6739637B98BD8442B1F5BEE82FA2A13277524193293EB751767BD748,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/arabic/ctan/arabic-book/source/arabic-book/README.txt,841,DEA8D9B71FF61AE7E4A7F327C06AD8875881695F8A2AE7E9E65A6CACDB3AABE0,lppl
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/arabic/ctan/sexam/source/sexam/README.txt,710,20F2911099CCB224BC3CEBEAF1B9F00837B0BCAD426DF5224266D9D3D9B85C30,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/AlirezaKachouei_Advanced-Math-Problems/source/Advanced-Math-Problems-main/README.md,1685,0FC23B81C38E71BEBC9CCD377B5CA4ADB431B0184F49DB07E2368D238471C327,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/AlirezaKachouei_Linear-Algebra-Gilbert-Strang-Persian/source/Linear-Algebra-Gilbert-Strang-Persian-main/README.md,887,12D87EEA634D8C8637A4E59B9FBD688B603CF793A643DC5A2F53D5A80304B4EE,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/ArsalanDalvand_atomathix-latex/source/atomathix-latex-main/README.md,2775,E9951BAF29BE6D514152F199267C8D27D30C0C2BB45EC8397015BFCC40B07A51,CC BY
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/KooroshSadri_farsimath/source/farsimath-main/README.md,552,8A62A5573D38E778DE7CE122C11FA897C9D9EA80CAC369EEF20D2145B2E444F3,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/OpenBookshelf_DiscreteMathematics-Persian/source/DiscreteMathematics-Persian-master/README.md,1745,3532FB3C3527AE9F78B1E41BDBF5291D6CD3F9CB5622256567AB3FD16834E4CD,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/RohamN0_mathematical-logic-persian/source/mathematical-logic-persian-master/NOTICE.md,379,103AB24A6993BCFB51D3EE0D9CC94AEAA32D76FAB7C8819B6A9B30559AEAF802,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/RohamN0_mathematical-logic-persian/source/mathematical-logic-persian-master/README.md,1744,241F2B8BB6C16172CB4DDEAD1307A755378E212B0B1BFF2B1323642676C51ED2,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/SireJeff_linear-algebra-3blue1brown-notes/source/linear-algebra-3blue1brown-notes-master/README.md,5361,FDB060B1F3F54C9ED2A5234A6F2871E9C07AAA004DB767EEBFE9BFBDEB14E41B,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/github/SireJeff_linear-algebra-3blue1brown-notes/source/linear-algebra-3blue1brown-notes-master/persian_notes/README.txt,4098,ABAD3BBF6739637B98BD8442B1F5BEE82FA2A13277524193293EB751767BD748,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/arabic/ctan/arabic-book/source/arabic-book/README.txt,841,DEA8D9B71FF61AE7E4A7F327C06AD8875881695F8A2AE7E9E65A6CACDB3AABE0,lppl
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/arabic/ctan/sexam/source/sexam/README.txt,710,20F2911099CCB224BC3CEBEAF1B9F00837B0BCAD426DF5224266D9D3D9B85C30,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/AlirezaKachouei_Advanced-Math-Problems/source/Advanced-Math-Problems-main/README.md,1685,0FC23B81C38E71BEBC9CCD377B5CA4ADB431B0184F49DB07E2368D238471C327,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/AlirezaKachouei_Linear-Algebra-Gilbert-Strang-Persian/source/Linear-Algebra-Gilbert-Strang-Persian-main/README.md,887,12D87EEA634D8C8637A4E59B9FBD688B603CF793A643DC5A2F53D5A80304B4EE,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/ArsalanDalvand_atomathix-latex/source/atomathix-latex-main/README.md,2775,E9951BAF29BE6D514152F199267C8D27D30C0C2BB45EC8397015BFCC40B07A51,CC BY
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/KooroshSadri_farsimath/source/farsimath-main/README.md,552,8A62A5573D38E778DE7CE122C11FA897C9D9EA80CAC369EEF20D2145B2E444F3,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/OpenBookshelf_DiscreteMathematics-Persian/source/DiscreteMathematics-Persian-master/README.md,1745,3532FB3C3527AE9F78B1E41BDBF5291D6CD3F9CB5622256567AB3FD16834E4CD,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/RohamN0_mathematical-logic-persian/source/mathematical-logic-persian-master/NOTICE.md,379,103AB24A6993BCFB51D3EE0D9CC94AEAA32D76FAB7C8819B6A9B30559AEAF802,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/RohamN0_mathematical-logic-persian/source/mathematical-logic-persian-master/README.md,1744,241F2B8BB6C16172CB4DDEAD1307A755378E212B0B1BFF2B1323642676C51ED2,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/SireJeff_linear-algebra-3blue1brown-notes/source/linear-algebra-3blue1brown-notes-master/README.md,5361,FDB060B1F3F54C9ED2A5234A6F2871E9C07AAA004DB767EEBFE9BFBDEB14E41B,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/github/SireJeff_linear-algebra-3blue1brown-notes/source/linear-algebra-3blue1brown-notes-master/persian_notes/README.txt,4098,ABAD3BBF6739637B98BD8442B1F5BEE82FA2A13277524193293EB751767BD748,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214313Z_east_southeast_asia_regional_math/README.md,2636,E4DB8F30875C21E6114F740278B6B82B41E8020E32C3497F3382598EDF1BC3E5,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/chinese/ctan_ctex/source/ctex/README.md,6163,E85B9D00849B582D751F28C5745F65C87F86CC750801437281827D2B6C63332B,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/chinese/EasonSYC_maths-notes/source/maths-notes-main/README.MD,724,1B03863CD0626598EE8D52C063B6DCED04F7E6564C06B97E1E78D4F9F831BC44,MIT License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/chinese/KelvinHoKaHim_undergraduate-mathematics/source/undergraduate-mathematics-main/README.md,218,35610843AB654F885B7A1AA49B174098C795CA182580849C64ABCE367E4DDCF9,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/cjk/ctan_xecjk/source/xecjk/README.md,3471,77DD3A398FC21A05DBE414A4B9885EE9F3847730B877A2A815B29B46FE0E037F,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/japanese/24dakenlo_math_remedial/source/math_remedial-master/README.md,962,D83E5684259DBD3ECB38357F24589D9438CBC488CB2B5BCE8F33A150B9D221BE,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/korean/A-H4NU_kaist-math-notes/source/kaist-math-notes-main/README.md,133,35876D317CC421F9970F0E64CD72954F7DB5747C9DBC06064069E73D05503CD6,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/southeast_asia/vietnamese/ctan_vntex/source/vntex/README.md,1632,34B97FC6FC05CE3E5FCA82D662CE81ECE3989FEF383E647769F183ECD459D7C2,GPL
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/southeast_asia/vietnamese/ctan_vntex/source/vntex/source/LICENSE-utopia.txt,4313,B6C31560E8E3C4492458B02CB10E1C4B747DBF061D244A6E36CD16E6CAA94981,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/southeast_asia/vietnamese/MarkNguGoLaTeX_VMOSolutionNotes/source/VMOSolutionNotes-main/README.md,364,1099045E635A9DEB9D8F1074C6C0849D08E7F7ACED3A7BE128514FAAC9334525,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/southeast_asia/vietnamese/TheTangentLine_VietnameseMathematics/source/VietnameseMathematics-main/README.md,831,FBC3E3FB1968649986316E0AEE05B50715B834483D31D638EE47972648E4E8DC,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/south_asia/urdu_arabic_script/ctan_polyglossia/source/polyglossia/LICENSE.txt,1134,C52AE6881D991DE9814329BF02FDE07BC5D47BDEEA495FC2EF8B65792FA60389,Permission is hereby granted
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/south_asia/urdu_arabic_script/ctan_polyglossia/source/polyglossia/README.md,1961,56FAAC4EB7C915E20AF50791B4DEDFAA618207132AB6B03F4A140B0856C71012,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/west_asia/arabic/ctan_sexam/source/sexam/README.txt,710,20F2911099CCB224BC3CEBEAF1B9F00837B0BCAD426DF5224266D9D3D9B85C30,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/west_asia/persian/AlirezaKachouei_Linear-Algebra-Gilbert-Strang-Persian/source/Linear-Algebra-Gilbert-Strang-Persian-main/README.md,887,12D87EEA634D8C8637A4E59B9FBD688B603CF793A643DC5A2F53D5A80304B4EE,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/west_asia/persian/OpenBookshelf_DiscreteMathematics-Persian/source/DiscreteMathematics-Persian-master/README.md,1745,3532FB3C3527AE9F78B1E41BDBF5291D6CD3F9CB5622256567AB3FD16834E4CD,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/west_asia/persian/SireJeff_linear-algebra-3blue1brown-notes/source/linear-algebra-3blue1brown-notes-master/README.md,5361,FDB060B1F3F54C9ED2A5234A6F2871E9C07AAA004DB767EEBFE9BFBDEB14E41B,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/west_asia/persian/SireJeff_linear-algebra-3blue1brown-notes/source/linear-algebra-3blue1brown-notes-master/persian_notes/README.txt,4098,ABAD3BBF6739637B98BD8442B1F5BEE82FA2A13277524193293EB751767BD748,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/west_asia/turkish/kadirhanpolat_probability-statistics/source/probability-statistics-master/README.md,5294,38B04265AE2FD2B3CB16BAD25FBEA7D18FEA0425D6DBFD0AC1701DD85C453C45,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/chinese/ctan_ctex/source/ctex/README.md,6163,E85B9D00849B582D751F28C5745F65C87F86CC750801437281827D2B6C63332B,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/chinese/EasonSYC_maths-notes/source/maths-notes-main/README.MD,724,1B03863CD0626598EE8D52C063B6DCED04F7E6564C06B97E1E78D4F9F831BC44,MIT License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/chinese/KelvinHoKaHim_undergraduate-mathematics/source/undergraduate-mathematics-main/README.md,218,35610843AB654F885B7A1AA49B174098C795CA182580849C64ABCE367E4DDCF9,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/cjk/ctan_xecjk/source/xecjk/README.md,3471,77DD3A398FC21A05DBE414A4B9885EE9F3847730B877A2A815B29B46FE0E037F,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/japanese/24dakenlo_math_remedial/source/math_remedial-master/README.md,962,D83E5684259DBD3ECB38357F24589D9438CBC488CB2B5BCE8F33A150B9D221BE,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/korean/A-H4NU_kaist-math-notes/source/kaist-math-notes-main/README.md,133,35876D317CC421F9970F0E64CD72954F7DB5747C9DBC06064069E73D05503CD6,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/southeast_asia/indonesian/bagustris_tutorial-latex/source/tutorial-latex-master/README.md,1044,CC8A17D110960A59014A7D88D75487406BD338E4909365039EA0E52C8ADCC352,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/southeast_asia/thai/ctan_thaispec/source/thaispec/README.md,1152,66C4113B1EDE14E48267CED28A75CB7140AC68E567A084C99111E4328F32C869,LaTeX Project Public License
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/southeast_asia/vietnamese/ctan_vntex/source/vntex/README.md,1632,34B97FC6FC05CE3E5FCA82D662CE81ECE3989FEF383E647769F183ECD459D7C2,GPL
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/southeast_asia/vietnamese/ctan_vntex/source/vntex/source/LICENSE-utopia.txt,4313,B6C31560E8E3C4492458B02CB10E1C4B747DBF061D244A6E36CD16E6CAA94981,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/southeast_asia/vietnamese/MarkNguGoLaTeX_VMOSolutionNotes/source/VMOSolutionNotes-main/README.md,364,1099045E635A9DEB9D8F1074C6C0849D08E7F7ACED3A7BE128514FAAC9334525,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/southeast_asia/vietnamese/TheTangentLine_VietnameseMathematics/source/VietnameseMathematics-main/README.md,831,FBC3E3FB1968649986316E0AEE05B50715B834483D31D638EE47972648E4E8DC,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/south_asia/marathi/ctan_marathi/source/marathi/LICENSE.md,28918,A7F19E151183A4043740EF470843665F951A4DBE018108A440BBAD47D99C8117,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/south_asia/marathi/ctan_marathi/source/marathi/README.txt,3595,DDC314BF91EA3E39796A6D67DB17AB59B45F34A8B7D83A76922AA8FF313804E1,gpl
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/south_asia/sanskrit/ctan_sanskrit/source/sanskrit/README.md,4216,6B97BE24DD544C2F0F79ABB07DE09EF1FFCC6CA557C54C6C013BE5895150EC79,
