source_root,relative_path,extension,bytes,mtime_utc,category,sha256_if_le_25MiB
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper05/Noether_Paper05_English_FINAL_AUDITED_control_slice.tex,.tex,8301,2026-06-09T20:23:11Z,source_level_tex_latex_candidate,0E88D71ED3BB3E50F2386A96B01A45A839EBABEA94E04917AF87A8A9DC3B9A95
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper05/Noether_Paper05_German_FINAL_AUDITED_slice.tex,.tex,8536,2026-06-09T20:23:11Z,source_level_tex_latex_candidate,554F11A90BEB6C5FE1643853EB7CF86C9E4372FD0DE8C24771711BBBAC456A77
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper06/Noether_Paper06_English_FINAL_AUDITED_control_slice.tex,.tex,94784,2026-06-09T20:23:12Z,source_level_tex_latex_candidate,C0FDF83C568C4E1FB9E680DF1B49608D5F90809CA3756247C908B114A8D1ECE8
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper06/Noether_Paper06_German_FINAL_AUDITED_slice.tex,.tex,95456,2026-06-09T20:23:12Z,source_level_tex_latex_candidate,89F424439F5230AA0A4D661F752954087163B4C8E71CF456670F4B7A9F9A879B
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper07/Noether_Paper07_English_FINAL_AUDITED_control_slice.tex,.tex,8694,2026-06-09T20:23:12Z,source_level_tex_latex_candidate,85978F350F0BDB4629B630ED33AEAC5B52BC90DF44D32BAA8CC20A3DBA6ABE6F
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper07/Noether_Paper07_German_FINAL_AUDITED_slice.tex,.tex,8922,2026-06-09T20:23:12Z,source_level_tex_latex_candidate,A0EA22E6600D048EB60D1472C6DEB5252AB5D182917068DDB48CDFEA64564BE0
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper08/Noether_Paper08_English_FINAL_AUDITED_control_slice.tex,.tex,24898,2026-06-09T20:23:13Z,source_level_tex_latex_candidate,73F63958A8167C1199F2062AE7B5F42DAA1EADDA31CD0CF52DCCE07EF7B52B7F
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper08/Noether_Paper08_German_FINAL_AUDITED_slice.tex,.tex,25665,2026-06-09T20:23:13Z,source_level_tex_latex_candidate,AD367A28D04155F52ED39CE618F08E81D65511B3F1C1A2E80E4B446E297D349D
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper09/Noether_Paper09_English_FINAL_AUDITED_control_slice.tex,.tex,75321,2026-06-09T20:23:14Z,source_level_tex_latex_candidate,A3D47CFEFB2E2671762CC446E0AD62BD968E0BBA5748CC514D19AA1C61491357
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper09/Noether_Paper09_German_FINAL_AUDITED_slice.tex,.tex,78462,2026-06-09T20:23:13Z,source_level_tex_latex_candidate,F729B0C205E86CA46B01CB00F5130046CAA9FB0C186D192B6558E97C78228AE8
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper10/Noether_Paper10_English_FINAL_AUDITED_control_slice.tex,.tex,27574,2026-06-09T20:23:14Z,source_level_tex_latex_candidate,95101D015895B75BCF326EA146CAA381C85A485EC1C2216F3221715D52575BF3
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,archive_initial_boundary_pass_20260609/paper10/Noether_Paper10_German_FINAL_AUDITED_slice.tex,.tex,28615,2026-06-09T20:23:14Z,source_level_tex_latex_candidate,2560BE14C345611E5EBFEA58E30FAC58A379A532E6B926D48ADAA758B1124BD0
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/ENDMATTER_SOURCE_INVENTORY.csv,.csv,1645,2026-06-09T22:18:46Z,provenance_manifest_or_text_evidence,CE3F3CE97EF557CFB297B605A6F60DBE3DBD4AB3CAC8D6BA7BFEB2630840B3D7
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/ENDMATTER_SOURCE_INVENTORY.json,.json,17948,2026-06-09T22:18:46Z,provenance_manifest_or_text_evidence,EDA27E5526AB50F204A0C2787A1F36B73344EE6F5FB02B4AA53455201242D7F1
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/ENDMATTER_SOURCE_INVENTORY_VALIDATION.json,.json,2894,2026-06-09T22:18:46Z,provenance_manifest_or_text_evidence,DB1EB872729DA62882ECA2C48594ED72FE44C58B55FBB9601A6E5C100968A0AB
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/ENDMATTER_SOURCE_PDF_TEXT_FINDINGS.csv,.csv,417,2026-06-09T22:19:43Z,provenance_manifest_or_text_evidence,A6E936F86780A6F0CCF0E51D44B4F7740236DDD0AFE19F40ABB51D468AEFC699
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/ENDMATTER_SOURCE_RENDER_AUDIT.json,.json,11444,2026-06-09T22:28:01Z,provenance_manifest_or_text_evidence,48FA3D1A5A814CB85D5029DE3A0632B7A0FC8F7DB19A90C01EFB57F18FC1A3A3
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/post44/Noether_Post44_Algebra_der_hyperkomplexen_Groessen_German_TeX_witness_body.tex,.tex,124052,2026-06-09T22:18:40Z,source_level_tex_latex_candidate,DE4DCD404FA4A6A61BC73540D12EF145053C2E8E905B5FDC8487C45BB07D95E7
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/post45/Noether_Post45_Kapferer_Noether_Multiplizitaetsbedingungen_German_TeX_witness_body.tex,.tex,28683,2026-06-09T22:18:43Z,source_level_tex_latex_candidate,EE787705D719584295D6203BE1E1B4F751DE24127B403560A962792B1DA1572E
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/postbibliography/Noether_PostBibliography_Terminal_Material_German_TeX_witness_body.tex,.tex,10594,2026-06-09T22:18:45Z,source_level_tex_latex_candidate,854CE0629CA14AFE6F6C71AE04D4347C8787783041C54D3E606843BBF4A65E37
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/source_blocks/noether_pages_701_750.pdf,.pdf,482934,2026-06-04T09:21:10Z,pdf_docx_source_or_provenance_evidence,CB45C134FC54C22C51874E95095E330B586FD71B79B190B91E3DAD89D3C959C4
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/source_blocks/noether_pages_701_750.tex,.tex,60591,2026-06-04T09:21:10Z,source_level_tex_latex_candidate,921EEED191FD892D69B1B79116A67E6EB33BA58EDCF9D7714EE0306264921D1C
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/source_blocks/noether_pages_701_750.txt,.txt,43769,2026-06-09T22:18:39Z,provenance_manifest_or_text_evidence,0AB79C60B224DF4EF37CBB775C8C9C6F18540D1663B271C92E9D368ACCB2B154
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/source_blocks/noether_pages_751_798.pdf,.pdf,567979,2026-06-04T09:21:10Z,pdf_docx_source_or_provenance_evidence,155803818E3AF5FD5CDF80A9D29E4AA1F9770446C956DDC745313C52B742D961
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/source_blocks/noether_pages_751_798.tex,.tex,143001,2026-06-04T09:21:10Z,source_level_tex_latex_candidate,E72376703D8E54C1C6DEBE4171274856C7DC1AA78F1FA4CBE137308E9ACB6502
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,endmatter/source_blocks/noether_pages_751_798.txt,.txt,99004,2026-06-09T22:18:40Z,provenance_manifest_or_text_evidence,5DF9EFF2D4C9F89998BD51276D45DE705F8FD34D4608FFD9BB084325691D58E1
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/README.md,.md,13358,2026-06-24T06:26:21Z,provenance_manifest_or_text_evidence,7384B0584BACA62246ED580E4B4A0C7CC4C5CD3FC7C190D0AB15A7388BC1362B
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/slavic_math_reference_manifest.json,.json,66534,2026-06-24T03:47:34Z,provenance_manifest_or_text_evidence,6BB98D9D19AA4B7D063075789F79DCAE9B42D0C95E67171C2ADFA9C2F854A145
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/archive_org_supplement_manifest.json,.json,9504,2026-06-24T06:23:19Z,provenance_manifest_or_text_evidence,885701A5BC151369D17A7CC744FCA3EF6F4131974E3168067CE675901B6AF79B
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/README.md,.md,2253,2026-06-24T06:23:19Z,provenance_manifest_or_text_evidence,D1EB0EEDB41621DDA3B4EF157D40D73461F00CB208F5A5151904F9CA930A2140
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/downloads/czech_archive_algebra_2_sem1_2.zip,.zip,29412914,2026-06-24T06:23:16Z,source_archive_or_download_manifest_only_until_license_checked,
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/downloads/czech_archive_algebra_i_a_sem1.zip,.zip,1547817,2026-06-24T06:23:06Z,source_archive_or_download_manifest_only_until_license_checked,908E4D3F0A2F43581FD368BFA6A5D170BD94D060C5803C7CE8368362818DA5DE
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/downloads/polish_archive_algebra_38084.pdf,.pdf,24845121,2026-06-24T06:22:56Z,pdf_docx_source_or_provenance_evidence,3C0C440AECEEA47AFE95A4AE71B59BDB6C9341DFEDBE91AEB3F7F06B4CEB188B
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/downloads/polish_archive_algebra_38084_djvu.txt,.txt,711415,2026-06-24T06:23:00Z,provenance_manifest_or_text_evidence,EC721F91AAEC49C1F674CF68B2EFB6CEB387254732CA8A1FD1A3A56373924CEB
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/metadata/Algebra2Sem1ampamp2.json,.json,2495,2026-06-24T06:23:07Z,provenance_manifest_or_text_evidence,EF278FCBD061A1880DE95803C1C362080B6EEF2B274A115C756C2EC5B08F0357
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/metadata/AlgebraIASem2.json,.json,20640,2026-06-24T06:23:03Z,provenance_manifest_or_text_evidence,3535ADAFE8E0DDF9327DA9AC6D20E311502B1635BE38F72A2FEC6C8F66645EBB
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/metadata/algebrazbirkapro0000mitr.json,.json,12890,2026-06-24T06:23:00Z,provenance_manifest_or_text_evidence,F0CC4F5A053B22F1175C3198E4E2A5C17DF440D770129BCA57F6EBBAD0D257D2
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/metadata/bc.radom.pl.Algebra_38084.json,.json,6600,2026-06-24T06:22:49Z,provenance_manifest_or_text_evidence,7F9B1F8E6675C75F738CB5F02874FBB4EE8A383E19C953D359C1FA0F85772566
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/metadata/CabreraJavierAlvaroAlgebra.json,.json,4610,2026-06-24T06:23:19Z,provenance_manifest_or_text_evidence,9B813B80C9303F4D2E38BF6CFD574E8272257391A62A9654EFA0E824227F43DF
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/metadata/introductiontohi0000most.json,.json,12344,2026-06-24T06:23:17Z,provenance_manifest_or_text_evidence,D371EB6B69E3DEE80F72DEC0D9F31FB5A7BA4A5BB6282FFB8ABD0EE707CEC484
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/search/bulgarian_algebra_title.json,.json,383,2026-06-24T06:22:49Z,provenance_manifest_or_text_evidence,A50F24653698C0D0AD47ECBDBA78FC60BB08EDE55DD52A3064D9A34CACFF1C71
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/search/czech_algebra_title.json,.json,569,2026-06-24T06:22:48Z,provenance_manifest_or_text_evidence,CD9AB2736486A2CDDC14B992F78432DD1FB38CCA469C3785DA80C43A11B29D28
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/search/polish_higher_algebra.json,.json,4382,2026-06-24T06:22:48Z,provenance_manifest_or_text_evidence,76D163D3D11C4BCE4975C2415A64E9C4C5E67D537533A5C2EE60FD88FB976314
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/search/serbo_croatian_algebra_title.json,.json,634,2026-06-24T06:22:49Z,provenance_manifest_or_text_evidence,2D3BC4C9D589D2E3A2607E43FFE24665F8F9C0BA41DFD9ADD7693A2B12B28094
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/text/polish_archive_algebra_38084.pdftotext.txt,.txt,724022,2026-06-24T06:22:57Z,provenance_manifest_or_text_evidence,45D2B0AF2D519C0F9EEFA36925D7E4D03E592C8B5923C56EAD2D05E771D77C45
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/archive_org/text/polish_archive_algebra_38084_djvu.txt,.txt,711415,2026-06-24T06:23:00Z,provenance_manifest_or_text_evidence,EC721F91AAEC49C1F674CF68B2EFB6CEB387254732CA8A1FD1A3A56373924CEB
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/bulgarian_sofia_noncommutative_body_problem.pdf,.pdf,233234,2026-06-24T01:10:55Z,pdf_docx_source_or_provenance_evidence,9377AC5F2F3594AD2F0A7B014C72562D8E0E40007BA06E72B18D3E2B7C941E43
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/bulgarian_sofia_rings_lecture7.pdf,.pdf,163318,2026-06-24T01:10:55Z,pdf_docx_source_or_provenance_evidence,D5F91DCC5EAF4DFD1FE0949891A93117510C0D82E894E1FF254C4A78853AB503
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/croatian_mathhr_algebra_structures_2024.pdf,.pdf,793933,2026-06-24T01:10:52Z,pdf_docx_source_or_provenance_evidence,50A255D413C5411F02A4AB6DA487CF1A5CCF2AF0B933E89307FD036E34281124
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/croatian_pmf_split_prsteni.pdf,.pdf,391214,2026-06-24T01:10:54Z,pdf_docx_source_or_provenance_evidence,6F0B9C2563C86D99A16601ADB01B4280FDC30707CF2EC407A18E1383D6370E43
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_cuni_algebra_2021.pdf,.pdf,2641741,2026-06-24T01:10:42Z,pdf_docx_source_or_provenance_evidence,0737A40AD7C560CA8988BBD5D85762DFFB4791E67CCA0BA4F3CA8A2F4EBE65CE
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_cuni_noncommutative_body_thesis.pdf,.pdf,391722,2026-06-24T01:10:45Z,pdf_docx_source_or_provenance_evidence,DDC68FA8BCFE15C190EF8D5A78B4B56920FFEFF8D8486A8E54A02A5E864F504F
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_cuni_representation_idempotents.pdf,.pdf,911997,2026-06-24T02:28:54Z,pdf_docx_source_or_provenance_evidence,E5A089E19940503C1B3CB418A3045F0AA1B649E3D1810F3E798BD7982324C0EB
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_cuni_telesa_pole_note.pdf,.pdf,54193,2026-06-24T01:10:44Z,pdf_docx_source_or_provenance_evidence,D4F68D359C2B50DADF954CABA682C4B66CE49E7E3D24294F3F3B2951675D6E8B
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_karlin_commutative_rings_fields.pdf,.pdf,481280,2026-06-24T02:28:52Z,pdf_docx_source_or_provenance_evidence,0F139BE9D0FD542F9A72ADFDCF698C7643036CDA19377C14B0C01F5F50799DF9
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_karlin_galois_splitting_field.pdf,.pdf,146172,2026-06-24T02:28:52Z,pdf_docx_source_or_provenance_evidence,44E8DCB249CDB5D6B084BAD33F1141367C0FD92A14745092594DA6228BE4577C
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/polish_impan_algebra_lecture3.pdf,.pdf,131333,2026-06-24T01:10:46Z,pdf_docx_source_or_provenance_evidence,36859CBC3EEDC4003A84CF21174FD2F339AA53157AB4708A262CB799B2B34DA2
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/polish_mimuw_algebra2_galois.pdf,.pdf,218544,2026-06-24T02:28:58Z,pdf_docx_source_or_provenance_evidence,D4E871500B4A874E0485EBE8CF29A7DAA2ABB12777C3DC4B55C129CD093D95F6
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/polish_mimuw_left_ideals_idempotents.pdf,.pdf,602833,2026-06-24T02:28:59Z,pdf_docx_source_or_provenance_evidence,392464B73274B97C2B0C751608AB256EBAC7BCA2BF9C6F86772BE2CD08E1CE9F
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/polish_mimuw_noncommutative_body.pdf,.pdf,611659,2026-06-24T01:10:48Z,pdf_docx_source_or_provenance_evidence,97BC4806785E5A0EFCD0139ABFA9FA1A895CD8BB0447675882034B64A1853989
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/polish_uj_algebra1_noetherian.pdf,.pdf,446897,2026-06-24T02:28:57Z,pdf_docx_source_or_provenance_evidence,557F3561FF48F81DD9BBEF9C7D8876EFE4D7AF216DD4161582F6EEA0D8E3DF33
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,interslavic_triangulation/20260624_slavic_math_reference/pdf/polish_uwr_algebra2_rings.pdf,.pdf,226473,2026-06-24T01:10:47Z,pdf_docx_source_or_provenance_evidence,C6D562F5511D46E7CB0A4A9E0C8E6684B4295CBEDB7C17A9694112B214BC98B9
