row_id,language_lane,row_kind,english_concept,mathematical_domain,draft_target_rendering,alternate_renderings_or_scope,rendering_confidence,pages_checked,pages_with_exact_term_occurrence,packet_population_decision,native_review_status,canonical_approval_status
term-ja-0035,japanese,page_context_note_draft,semisimple ring,ring_theory,半単純環,,source_backed_limited,7,7,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0036,japanese,page_context_note_draft,principal ideal,ring_theory,主イデアル,,strong_source_backed,11,11,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0037,japanese,page_context_note_draft,commutative ring,ring_theory,可換環,,strong_source_backed,31,31,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0038,japanese,page_context_note_draft,quotient ring,ring_theory,商環,,strong_source_backed,2,2,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0039,japanese,page_context_note_draft,maximal ideal,ring_theory,極大イデアル,,strong_source_backed,17,17,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0040,japanese,page_context_note_draft,ring,ring_theory,環,,strong_source_backed,70,70,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0041,japanese,page_context_note_draft,prime ideal,ring_theory,素イデアル,,strong_source_backed,18,18,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0001,japanese,page_context_note_draft,algebra,algebra_core,代数,代数学,strong_source_backed,57,57,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0002,japanese,page_context_note_draft,basis theorem,commutative_algebra,基底定理,ヒルベルトの基底定理 when Hilbert context is explicit,needs_context_check,1,1,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0003,japanese,page_context_note_draft,localization,commutative_algebra,局所化,,strong_source_backed,2,2,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0004,japanese,page_context_note_draft,field,field_theory,体,,strong_source_backed,79,79,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0014,japanese,page_context_note_draft,isomorphism,morphism,同型,同型写像 when the morphism itself is foregrounded,strong_source_backed,73,73,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0015,japanese,page_context_note_draft,homomorphism,morphism,準同型,準同型写像,source_backed_limited,54,54,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0016,japanese,page_context_note_draft,automorphism,morphism,自己同型,,source_backed_limited,1,1,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0017,japanese,page_context_note_draft,endomorphism,morphism,自己準同型,,source_backed_limited,2,2,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0021,japanese,page_context_note_draft,norm,number_theory,ノルム,,source_backed_limited,12,12,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0022,japanese,page_context_note_draft,ring of integers,number_theory,整数環,,source_backed_limited,10,10,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0023,japanese,page_context_note_draft,decomposition of primes,number_theory,素イデアル分解,素数の分解 when primes rather than prime ideals are foregrounded,needs_context_check,2,2,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ja-0024,japanese,page_context_note_draft,class number,number_theory,類数,,needs_context_check,3,3,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0011,simplified_chinese,manual_source_review_note_draft,right module,module_theory,右模,,manual_exact_compound_check,1,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0012,simplified_chinese,manual_source_review_note_draft,submodule,module_theory,子模,,manual_exact_compound_check,1,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0013,simplified_chinese,manual_source_review_note_draft,tensor product,module_theory,张量积,,manual_exact_compound_check,10,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0014,simplified_chinese,manual_source_review_note_draft,module,module_theory,模,,strong_source_backed_but_single_character,39,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0015,simplified_chinese,manual_source_review_note_draft,module homomorphism,module_theory,模同态,,manual_exact_compound_check,3,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0020,simplified_chinese,page_context_note_draft,Noether/Noetherian,noetherian,诺特／Noetherian,诺特环 for Noetherian ring,needs_native_register_check,23,23,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0021,simplified_chinese,manual_source_review_note_draft,Noether/Noetherian,noetherian,诺特／Noetherian,诺特环 for Noetherian ring,needs_native_register_check,3,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0022,simplified_chinese,manual_source_review_note_draft,irreducible representation,representation_theory,不可约表示,,manual_representation_check,43,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0023,simplified_chinese,manual_source_review_note_draft,semisimple,representation_theory,半单,半单的; 半单表示 when representation context is explicit,manual_representation_check,8,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0024,simplified_chinese,manual_source_review_note_draft,completely reducible,representation_theory,完全可约,,manual_representation_check,10,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0025,simplified_chinese,manual_source_review_note_draft,character,representation_theory,特征标,character in other contexts may require 特征,manual_representation_check,44,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0026,simplified_chinese,manual_source_review_note_draft,group algebra,representation_theory,群代数,group ring may require 群环,manual_representation_check,26,0,manual_note_draft_available_but_gate_not_resolved_keep_packet_blocked,not_reviewed,not_approved
term-zh-hans-0027,simplified_chinese,page_context_note_draft,representation,representation_theory,表示,,strong_source_backed,73,73,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0028,simplified_chinese,page_context_note_draft,representation theory,representation_theory,表示论,,strong_source_backed_after_codepoint_redo,30,30,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0009,simplified_chinese,page_context_note_draft,finitely generated,finiteness,有限生成,,strong_source_backed,24,24,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0010,simplified_chinese,page_context_note_draft,finite-dimensional,finiteness,有限维,,strong_source_backed,22,22,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0029,simplified_chinese,page_context_note_draft,principal ideal,ring_theory,主理想,,strong_source_backed,12,12,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0030,simplified_chinese,page_context_note_draft,commutative ring,ring_theory,交换环,可交换环,strong_source_backed,9,9,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0031,simplified_chinese,page_context_note_draft,quotient ring,ring_theory,商环,,strong_source_backed,7,7,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0032,simplified_chinese,page_context_note_draft,maximal ideal,ring_theory,极大理想,,strong_source_backed,22,22,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0033,simplified_chinese,page_context_note_draft,ideal,ring_theory,理想,,strong_source_backed,26,26,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0034,simplified_chinese,page_context_note_draft,prime ideal,ring_theory,素理想,,strong_source_backed,23,23,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0001,simplified_chinese,page_context_note_draft,ring,algebra_core,环,,strong_source_backed,56,56,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0002,simplified_chinese,page_context_note_draft,group,algebra_core,群,,strong_source_backed,66,66,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0003,simplified_chinese,page_context_note_draft,basis theorem,commutative_algebra,基定理,希尔伯特基定理 when Hilbert context is explicit,needs_context_check,4,4,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0004,simplified_chinese,page_context_note_draft,localization,commutative_algebra,局部化,,strong_source_backed,4,4,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0005,simplified_chinese,page_context_note_draft,abstract algebra,course_scope,抽象代数,,strong_source_backed,5,5,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0006,simplified_chinese,page_context_note_draft,modern algebra,course_scope,近世代数,现代代数,needs_register_check,6,6,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0007,simplified_chinese,page_context_note_draft,field,field_theory,域,体 appears in some contexts; 域 is the safer field-theory default,strong_source_backed,55,55,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0008,simplified_chinese,page_context_note_draft,division ring,field_theory,除环,,source_backed_limited,1,1,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0016,simplified_chinese,page_context_note_draft,homomorphism,morphism,同态,,strong_source_backed,65,65,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0017,simplified_chinese,page_context_note_draft,isomorphism,morphism,同构,,strong_source_backed,65,65,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0018,simplified_chinese,page_context_note_draft,endomorphism,morphism,自同态,,strong_source_backed,3,3,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-zh-hans-0019,simplified_chinese,page_context_note_draft,automorphism,morphism,自同构,,strong_source_backed,16,16,draft_context_note_available_not_applied_to_reviewer_packet,not_reviewed,not_approved
term-ko-draft-0001,korean_addendum,source_discovery_translation_draft_addendum,algebra,algebra_core,대수,대수학,kms_snu_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0002,korean_addendum,source_discovery_translation_draft_addendum,group,algebra_core,군,,kms_snu_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0003,korean_addendum,source_discovery_translation_draft_addendum,basis theorem,commutative_algebra,기저 정리,힐베르트 기저 정리 when Hilbert context is explicit,source_discovery_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0004,korean_addendum,source_discovery_translation_draft_addendum,localization,commutative_algebra,국소화,,github_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0005,korean_addendum,source_discovery_translation_draft_addendum,abstract algebra,course_scope,추상대수학,추상대수,kms_snu_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0006,korean_addendum,source_discovery_translation_draft_addendum,modern algebra,course_scope,현대대수학,,snu_course_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0007,korean_addendum,source_discovery_translation_draft_addendum,division ring,field_theory,나눗셈환,skew field may also be 꼬인체 in some terminology tables,needs_native_register_check,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0008,korean_addendum,source_discovery_translation_draft_addendum,field,field_theory,체,,kms_snu_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0009,korean_addendum,source_discovery_translation_draft_addendum,Artin/Artinian,finiteness,아르틴／아르틴적,아르틴 환 for Artinian ring,needs_native_register_check,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0010,korean_addendum,source_discovery_translation_draft_addendum,Artinian/Artin,finiteness,아르틴적／아르틴,아르틴 환,needs_native_register_check,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0011,korean_addendum,source_discovery_translation_draft_addendum,finite-dimensional,finiteness,유한 차원,,kms_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0012,korean_addendum,source_discovery_translation_draft_addendum,finitely generated,finiteness,유한 생성,,source_discovery_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0013,korean_addendum,source_discovery_translation_draft_addendum,free module,module_theory,자유 가군,,needs_source_reinforcement,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0014,korean_addendum,source_discovery_translation_draft_addendum,module,module_theory,가군,모듈,kms_snu_github_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0015,korean_addendum,source_discovery_translation_draft_addendum,module homomorphism,module_theory,가군 준동형사상,,snu_kms_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0016,korean_addendum,source_discovery_translation_draft_addendum,right module,module_theory,오른쪽 가군,우가군 if a compact technical register is chosen,needs_native_register_check,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0017,korean_addendum,source_discovery_translation_draft_addendum,simple module,module_theory,단순 가군,,wiki_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0018,korean_addendum,source_discovery_translation_draft_addendum,submodule,module_theory,부분 가군,,wiki_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0019,korean_addendum,source_discovery_translation_draft_addendum,tensor product,module_theory,텐서곱,,github_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0020,korean_addendum,source_discovery_translation_draft_addendum,automorphism,morphism,자기동형사상,,kms_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0021,korean_addendum,source_discovery_translation_draft_addendum,endomorphism,morphism,자기준동형사상,,kms_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0022,korean_addendum,source_discovery_translation_draft_addendum,homomorphism,morphism,준동형사상,준동형,snu_kms_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0023,korean_addendum,source_discovery_translation_draft_addendum,isomorphism,morphism,동형사상,동형,snu_kms_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0024,korean_addendum,source_discovery_translation_draft_addendum,Noether/Noetherian,noetherian,뇌터／Noetherian,뇌터 환 for Noetherian ring,wiki_source_backed_needs_review,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0025,korean_addendum,source_discovery_translation_draft_addendum,Noetherian,noetherian,뇌터,뇌터적 is possible but needs native review,wiki_source_backed_needs_review,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0026,korean_addendum,source_discovery_translation_draft_addendum,Noetherian/Noether,noetherian,뇌터／Noetherian,뇌터 환,wiki_source_backed_needs_review,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0027,korean_addendum,source_discovery_translation_draft_addendum,class number,number_theory,류수,유수 appears in some Korean catalog metadata; native/domain review needed,weak_source_discovery,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0028,korean_addendum,source_discovery_translation_draft_addendum,decomposition of primes,number_theory,소수의 분해,소 아이디얼 분해 if the German context is ideal-theoretic,needs_context_check,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0029,korean_addendum,source_discovery_translation_draft_addendum,norm,number_theory,노름,,source_discovery_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0030,korean_addendum,source_discovery_translation_draft_addendum,ring of integers,number_theory,정수환,,source_discovery_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0031,korean_addendum,source_discovery_translation_draft_addendum,Harish-Chandra,representation_theory,하리시찬드라,Harish-Chandra,proper_name_needs_style_check,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0032,korean_addendum,source_discovery_translation_draft_addendum,Lie group,representation_theory,리 군,,wiki_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0033,korean_addendum,source_discovery_translation_draft_addendum,character,representation_theory,지표,,wiki_kms_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0034,korean_addendum,source_discovery_translation_draft_addendum,completely reducible,representation_theory,완전가약,완전 가약,kms_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0035,korean_addendum,source_discovery_translation_draft_addendum,group algebra,representation_theory,군 대수,군환 if group ring is meant,wiki_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0036,korean_addendum,source_discovery_translation_draft_addendum,group ring/group algebra,representation_theory,군환／군 대수,use 군환 for group ring; 군 대수 for group algebra,wiki_source_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0037,korean_addendum,source_discovery_translation_draft_addendum,irreducible representation,representation_theory,기약 표현,기약표현,wiki_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0038,korean_addendum,source_discovery_translation_draft_addendum,representation,representation_theory,표현,,wiki_kms_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0039,korean_addendum,source_discovery_translation_draft_addendum,representation theory,representation_theory,표현론,,wiki_kms_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0040,korean_addendum,source_discovery_translation_draft_addendum,semisimple,representation_theory,반단순,,source_discovery_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0041,korean_addendum,source_discovery_translation_draft_addendum,commutative ring,ring_theory,가환환,,wiki_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0042,korean_addendum,source_discovery_translation_draft_addendum,ideal,ring_theory,아이디얼,,kms_snu_wiki_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0043,korean_addendum,source_discovery_translation_draft_addendum,maximal ideal,ring_theory,극대 아이디얼,,source_discovery_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0044,korean_addendum,source_discovery_translation_draft_addendum,prime ideal,ring_theory,소 아이디얼,,wiki_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0045,korean_addendum,source_discovery_translation_draft_addendum,principal ideal,ring_theory,주 아이디얼,,source_discovery_limited,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0046,korean_addendum,source_discovery_translation_draft_addendum,quotient ring,ring_theory,몫환,잉여환 also appears in terminology tables,wiki_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0047,korean_addendum,source_discovery_translation_draft_addendum,ring,ring_theory,환,,kms_snu_wiki_source_backed,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
term-ko-draft-0048,korean_addendum,source_discovery_translation_draft_addendum,semisimple ring,ring_theory,반단순환,,needs_source_reinforcement,,,draft_source_discovery_addendum_not_a_queue_row_not_packet_population,not_reviewed,not_approved
