script,scope,source,target,mapping_class,review_status,evidence_basis
Latin,surface_default,sootvětně,odpovědajuče,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětněj,odpovědajučej,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětstva,odpovědanja,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětstvenu,odpovědajuču,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětstvo,odpovědanje,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětstvovanja,odpovědanja,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětstvuje,odpovědaje,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětstvujut,odpovědajut,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětstvujućih,odpovědajučih,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětstvujuče,odpovědajuče,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětsvija,odpovědanja,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětsvije,odpovědanje,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětsvuje,odpovědaje,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětsvujut,odpovědajut,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětuje,odpovědaje,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětuju,odpovědaju,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětujut,odpovědajut,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětujuča,odpovědajuča,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Latin,surface_default,sootvětujuče,odpovědajuče,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,contextual_exception,соответни прости идеалы,придружене просте идеалы,fixed_technical_compound,reviewed_execute,existing canonical technical term or governed-case context; checked against aligned source/corpus usage
Cyrillic,contextual_exception,из соответности,из одповеданьа,active_participle_adjective_or_adverb,reviewed_execute,existing canonical technical term or governed-case context; checked against aligned source/corpus usage
Cyrillic,surface_default,соответа,одповедаје,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответајут,одповедајут,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответајучи,одповедајучи,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответити,одповедати,infinitive,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнá,одповедајуча,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнé,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответна,одповедајуча,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнаја,одповедајуча,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответне,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнеј,одповедајучеј,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответни,одповедајучи,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнити,одповедати,infinitive,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответних,одповедајучих,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответно,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответновали,одповедали,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответного,одповедајучего,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответном,одповедајучем,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответному,одповедајучему,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответност,одповеданье,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответности,одповеданьу,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответној,одповедајучеј,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответну,одповедајучу,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнути,одповедати,infinitive,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнуче,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнује,одповедаје,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнују,одповедајут,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответнујут,одповедајут,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответны,одповедајучи,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответные,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответным,одповедајучим,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответными,одповедајучими,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответных,одповедајучих,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответныцх,одповедајучих,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответсвија,одповеданьа,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответсвије,одповеданье,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответсвује,одповедаје,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответсвујут,одповедајут,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответства,одповеданьа,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответствену,одповедајучу,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответство,одповеданье,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответствованьа,одповеданьа,verbal_noun_case_form,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответствује,одповедаје,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответствујут,одповедајут,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответствујуче,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответствујучих,одповедајучих,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответује,одповедаје,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответују,одповедају,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответујут,одповедајут,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответујуча,одповедајуча,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соответујуче,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвеча,одповедаје,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечајут,одповедајут,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечајуче,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечајучеј,одповедајучеј,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечне,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечно,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечного,одповедајучего,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечној,одповедајучеј,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечны,одповедајучи,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечным,одповедајучим,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвечных,одповедајучих,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвятујут,одповедајут,finite_verb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвєтна,одповедајуча,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвєтны,одповедајучи,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
Cyrillic,surface_default,соотвєтнє,одповедајуче,active_participle_adjective_or_adverb,reviewed_execute,accepted odpovědati family re-head; official first-conjugation participle grammar; local dictionary headword; canonical corpus attestation
