gate_id,branch_head,lane,owner_route,source_use_gate,instruction,previous_source_witness_rows,required_evidence_fields,label_boundary
8F7D-GATE-0011,8f7d1cb30ca4347812d05bfbe110b134bb758870,OLP,Session K / OLP relation-function support,adverse-evidence-required,do-not-use/adverse evidence check must precede candidate term selection,390,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0012,8f7d1cb30ca4347812d05bfbe110b134bb758870,OLP,Session K / OLP relation-function support,normalization-required,normalization/marker source must be cited for interlinear scaffolding,390,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0013,8f7d1cb30ca4347812d05bfbe110b134bb758870,Pan-Turkic,Session J / Pan-Turkic blocker lane,source-body-present,target/source body path and hash are visible; owner lane may draft only as generated-draft/noncanonical,647,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0014,8f7d1cb30ca4347812d05bfbe110b134bb758870,Pan-Turkic,Session J / Pan-Turkic blocker lane,pointer-only,URL/path pointer exists but body/hash missing; keep as recovery/gap row,647,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0015,8f7d1cb30ca4347812d05bfbe110b134bb758870,Pan-Turkic,Session J / Pan-Turkic blocker lane,adverse-evidence-required,do-not-use/adverse evidence check must precede candidate term selection,647,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0016,8f7d1cb30ca4347812d05bfbe110b134bb758870,Pan-Turkic,Session J / Pan-Turkic blocker lane,normalization-required,normalization/marker source must be cited for interlinear scaffolding,647,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0017,8f7d1cb30ca4347812d05bfbe110b134bb758870,Persianate/Tajik,Persianate/Tajik split/F,source-body-present,target/source body path and hash are visible; owner lane may draft only as generated-draft/noncanonical,474,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0018,8f7d1cb30ca4347812d05bfbe110b134bb758870,Persianate/Tajik,Persianate/Tajik split/F,pointer-only,URL/path pointer exists but body/hash missing; keep as recovery/gap row,474,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0019,8f7d1cb30ca4347812d05bfbe110b134bb758870,Persianate/Tajik,Persianate/Tajik split/F,adverse-evidence-required,do-not-use/adverse evidence check must precede candidate term selection,474,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0020,8f7d1cb30ca4347812d05bfbe110b134bb758870,Persianate/Tajik,Persianate/Tajik split/F,normalization-required,normalization/marker source must be cited for interlinear scaffolding,474,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0021,8f7d1cb30ca4347812d05bfbe110b134bb758870,R6,Session I / Indigenous-Creole-Sign access lane,source-body-present,target/source body path and hash are visible; owner lane may draft only as generated-draft/noncanonical,621,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0022,8f7d1cb30ca4347812d05bfbe110b134bb758870,R6,Session I / Indigenous-Creole-Sign access lane,pointer-only,URL/path pointer exists but body/hash missing; keep as recovery/gap row,621,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0023,8f7d1cb30ca4347812d05bfbe110b134bb758870,R6,Session I / Indigenous-Creole-Sign access lane,adverse-evidence-required,do-not-use/adverse evidence check must precede candidate term selection,621,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0024,8f7d1cb30ca4347812d05bfbe110b134bb758870,R6,Session I / Indigenous-Creole-Sign access lane,normalization-required,normalization/marker source must be cited for interlinear scaffolding,621,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0025,8f7d1cb30ca4347812d05bfbe110b134bb758870,R7,Session G / Malay-SEA-Pacific lane,source-body-present,target/source body path and hash are visible; owner lane may draft only as generated-draft/noncanonical,222,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0026,8f7d1cb30ca4347812d05bfbe110b134bb758870,R7,Session G / Malay-SEA-Pacific lane,pointer-only,URL/path pointer exists but body/hash missing; keep as recovery/gap row,222,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0027,8f7d1cb30ca4347812d05bfbe110b134bb758870,R7,Session G / Malay-SEA-Pacific lane,adverse-evidence-required,do-not-use/adverse evidence check must precede candidate term selection,222,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0028,8f7d1cb30ca4347812d05bfbe110b134bb758870,R7,Session G / Malay-SEA-Pacific lane,normalization-required,normalization/marker source must be cited for interlinear scaffolding,222,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0029,8f7d1cb30ca4347812d05bfbe110b134bb758870,R9,Session H / Africa-Horn-West Africa lane,source-body-present,target/source body path and hash are visible; owner lane may draft only as generated-draft/noncanonical,2445,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0030,8f7d1cb30ca4347812d05bfbe110b134bb758870,R9,Session H / Africa-Horn-West Africa lane,pointer-only,URL/path pointer exists but body/hash missing; keep as recovery/gap row,2445,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0031,8f7d1cb30ca4347812d05bfbe110b134bb758870,R9,Session H / Africa-Horn-West Africa lane,adverse-evidence-required,do-not-use/adverse evidence check must precede candidate term selection,2445,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0032,8f7d1cb30ca4347812d05bfbe110b134bb758870,R9,Session H / Africa-Horn-West Africa lane,normalization-required,normalization/marker source must be cited for interlinear scaffolding,2445,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0033,8f7d1cb30ca4347812d05bfbe110b134bb758870,Romance,Romance split lane,source-body-present,target/source body path and hash are visible; owner lane may draft only as generated-draft/noncanonical,975,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0034,8f7d1cb30ca4347812d05bfbe110b134bb758870,Romance,Romance split lane,pointer-only,URL/path pointer exists but body/hash missing; keep as recovery/gap row,975,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0035,8f7d1cb30ca4347812d05bfbe110b134bb758870,Romance,Romance split lane,adverse-evidence-required,do-not-use/adverse evidence check must precede candidate term selection,975,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0036,8f7d1cb30ca4347812d05bfbe110b134bb758870,Romance,Romance split lane,normalization-required,normalization/marker source must be cited for interlinear scaffolding,975,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0037,8f7d1cb30ca4347812d05bfbe110b134bb758870,Slavic,Session L / Slavic canonical baseline,source-body-present,target/source body path and hash are visible; owner lane may draft only as generated-draft/noncanonical,6261,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0038,8f7d1cb30ca4347812d05bfbe110b134bb758870,Slavic,Session L / Slavic canonical baseline,pointer-only,URL/path pointer exists but body/hash missing; keep as recovery/gap row,6261,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0039,8f7d1cb30ca4347812d05bfbe110b134bb758870,Slavic,Session L / Slavic canonical baseline,adverse-evidence-required,do-not-use/adverse evidence check must precede candidate term selection,6261,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
8F7D-GATE-0040,8f7d1cb30ca4347812d05bfbe110b134bb758870,Slavic,Session L / Slavic canonical baseline,normalization-required,normalization/marker source must be cited for interlinear scaffolding,6261,source path; source sha256; source-use label; access/license signal if present; formula-neighboring context; adverse-evidence check; reviewer question,native review; accepted terminology; canonical approval; license clearance; source certification; gate promotion; final status; bridge/pilot; translation completion
