"relative_path","bytes","sha256","category","role"
"03_RENDERED_QA/contact_sheets/contact-281-300.png","564742","4CB41638670982078E942BEC62B6BE5CA26E0A687BA3C0FCCCFF71D954553253","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-301-309.png","217240","E2DA22FB3EA2FFF44D82AAE538700CF12C38DF215BB65E1DEC8BE626E96E724D","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/focused/english_p14_anchor-008.png","408073","05057341FF9784FB6A2534F280F35579A1AD945E3419BCF8CAC3C3DFE0D2AF42","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/focused/english_p14_anchor-009.png","397113","5A0B247D72D25924E7B0AEA43E3C0FE018BEC6ACE9D5998920615057FBFC1913","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/focused/english_p14_anchor-010.png","265129","7DE3D1B5C5EE2F4F788AE87B5015AB64A07E6FC63518E1FFA51EBC8A35FA77D9","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/focused/english_p43_anchor-026.png","328467","E7A97D805D503BA10D124A825410C3202DEE386A8345D44695572BB27FAEDCBE","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/focused/english_p43_anchor-027.png","287586","3F7935A884E4C35601D91655C63C45876F60070264E4BA9E859C16961EF1D1DE","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/focused/english_p43_anchor-028.png","245817","3C491113F2C20D68032D52B91AEC04C7539906EF64A1A337C0B8DC77D95EE0E1","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/PDF_METADATA_INSPECTION_20260718.md","1145","349A41214CD23BDCB77C9B9F29C22F8DE7D02D399707728B912034D2016463B1","03_RENDERED_QA","render/metadata QA receipt"
"03_RENDERED_QA/RENDER_COMPATIBILITY_NORMALIZATION.csv","6746","99B8E9382F935D9D27EBB37E8934037AC972EF979EE10094ADD8FE321B7885C1","03_RENDERED_QA","render/metadata QA receipt"
"03_RENDERED_QA/RENDER_COMPATIBILITY_REVIEW.md","1100","1B25D61274EF2DC8FB440AB77DB4F569E0ADC3AEA8920C747CCDAB82454E885A","03_RENDERED_QA","render/metadata QA receipt"
"03_RENDERED_QA/REOPENED_VISUAL_QA_20260718.md","3077","B4755D477792E23468CB5DDD978A682443C305E25CDA78870B5286EA8285290C","03_RENDERED_QA","render/metadata QA receipt"
"04_PUBLICATION/EXTERNAL_CONTROL_HASHES_20260718.csv","2611","7C527D8E7692953954B91A5BA370EA09A3EBE3D3F23AB0FE7A142AB0ECB58E53","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/FRENCH_CONTROL_INVENTORY_20260718.csv","2153","8B93A4A0D6B107FE4A70CE1A63427B6A277AA17F9399BD24531D12F6D6369994","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/FRENCH_CONTROL_RECONCILIATION_20260718.md","4579","D898EE1B1E212B06EAFC468042C8B4619E5D24881D5E547C9D2A2A08EB65141E","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/INDEPENDENT_FREEZE_AUDIT.md","4422","7367681876D74C522F2600DF7D2F3DA0C1AEEC60D1EA3636C38F0993777737DA","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/INDEPENDENT_PACKAGE_REVIEW.md","1057","0B2A313C7EB71C54B67A990A143F93B100D4D5DACEBAF1C1E64F10661845473F","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/INDEPENDENT_PREFREEZE_AUDIT.md","4802","B566F7E26641B68292425E3B3EA303C3FD99FE0DB4272DC2D0B0B1537C8221FA","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/LICENSE_ATTRIBUTION.md","3008","34752DCF521FC7B3E10297D6B5A556A4C115C2E92DABCB7C488451DB9A14FE56","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/PUBLICATION_READINESS.md","4688","CC43A7ED6202D87855780885687D949F7018EBD4F4ADD99E864402A089B6523E","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/README.md","2722","2FBD521B41B8784DC71D4C741113104589275CAF81A884DE83D117E428A71342","04_PUBLICATION","publication/provenance/rights/review control"
"04_PUBLICATION/ZENODO_LIVE_STATE_RECHECK_20260718.md","4724","ABE2D6F03256341FDDC41BC9E531EF1B0C3B5B59EB430BB05204C092E12A1F32","04_PUBLICATION","publication/provenance/rights/review control"
