term_id,chosen_form_latin,f10_flag,E,W,S,I,X,safe_to_show_external,required_fix,route,route_key,c2_priority,shelf_langs,witness_writeback_level,witness_writeback_concept
ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,zavisnosti medžu Lagranževymi izrazami,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,,
ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,polje početnogo odrězka K(vartheta),F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-absolut-irreduzibel--absolutno_ireducibil,absolutno ireducibilny,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,absolutno ireducibilno predstavjenje,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,representation
ISV-absolut_algebraischer_körper--absolutno_algebraičn,absolutno algebraično polje,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,absolutna nerazložimost / absolutno nerazložimy,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,absolutna oblast množiteljev,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,multiplier domain,False,,,
ISV-absolutes_primideal--absolutny_prosty_ide,absolutny prosty ideal,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,prime ideal
ISV-abstrakte_idealtheorie--abstraktna_teorija_i,abstraktna teorija idealov,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-abzählbar_unendlich_viele_klassen--izčetno_beskonečno_m,izčetno beskonečno mnogo klasov,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,decomposition,True,,,
ISV-adjungieren--adjungujemo,adjungujemo,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,adjunction,False,,,
ISV-adjungieren_von_log_x_zum_rationalitätsb--adjungovati_funkciju,adjungovati funkciju log x k oblasti racionalnosti,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,funkci,False,all_shelves,,
ISV-adjunktion--adjunkcija,adjunkcija,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-adjunktion_adjungieren--adjunkcija_adjungova,adjunkcija / adjungovati,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,prisojedinjenje u_{\mu\nu},F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,adjunction,False,,,
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,prisojedinjenje neopreděljenyh u_{mu nu},F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,adjunction,False,,,
ISV-adjunktion_eines_primitiven_elementes_er--prisojedinjenje_prim,prisojedinjenje primitivnogo elementa prvogo roda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-affekt_affektlos--afekt_bez_afekta,afekt / bez afekta,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-affektlose_gleichungen--jednačenja_bez_afekt,"jednačenja ""bez afekta""",F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,,
ISV-algebraic_gebilde--algebraično_obrazova,algebraično obrazovanje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,algebr,False,all_shelves,,
ISV-algebraisch-abgeschlossener_algebraische--algebraično_zatvorje,algebraično zatvorjeno polje / algebraično razširiteljno polje,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-algebraisch-abgeschlossener_unterring_p--algebraično_zamknjen,algebraično zamknjeno podkolco P,F10-3,3,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-algebraisch-abhängig_algebraisch-unabhän--algebraično_zavisny_,algebraično zavisny / algebraično nezavisny,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch-ganz_abgeschlossen--algebraično-cělo_zat,algebraično-cělo zatvorjena,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch-ganz_abhängig_von_hxi_i--algebraično-cělo_zav,"algebraično-cělo zavisi od [H,xi_i]",F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch-ganz_algebraisch-gebrochen--algebraično-cěle_alg,algebraično-cěle / algebraično-drobne,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch-ganz_rational-ganz--algebraično-cěly_rac,algebraično-cěly / racionalno-cěly,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch-ganz_und_ganzzahlig_in_bezug--algebraično_cěla_i_c,algebraično cěla i celočislena vzhodno k,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch-ganze_abgeschlossenheit--algebraično-cěla_zat,algebraično-cěla zatvorenost,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch-ganzzahlige_polynome--algebraično-celočisl,algebraično-celočislene polinomy,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,polynomial
ISV-algebraisch-ganzzahlige_substitutionen_a--algebraično-cěle_sub,algebraično-cěle substitucije / cěle algebraične čisla,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch-gebrochene_zahl--algebraično-drobno_č,algebraično-drobno čislo,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch_abgeschlossener_körper--algebraično_zamknjen,algebraično zamknjeno polje,F10-0,3,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-algebraisch_abhängig_unabhängig--algebraično_zavisimy,algebraično zavisimy / nezavisimy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch_abhängig_unabhängig--algebraično_zavisny_,algebraično zavisny / nezavisny,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch_unabhängig--algebraično_nezavisn,algebraično nezavisne,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch_unabhängig_abhängig--algebraično_nezavisn,algebraično nezavisne / zavisne,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraisch_unabhängige_funktionen--algebraično_nezavisn,algebraično nezavisne funkcije,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraische_basis--algebraična_baza,algebraična baza,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,basis
ISV-algebraische_basis_h_aus_theta--algebraična_baza_h_i,algebraična baza H iz Theta,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,basis
ISV-algebraische_basis_rationale_basis--algebraična_baza_rac,algebraična baza / racionalna baza,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,basis
ISV-algebraische_erweiterung--algebraično_razširen,algebraično razširenje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-algebraischer_rang--algebraičny_rang,algebraičny rang,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-algebraischer_rang_restklassenkörper--algebraičny_rang_pol,algebraičny rang / polje ostatkovyh klasov,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-algebraischer_zahlkörper--algebraično_čislovo_,algebraično čislovo polje,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-alle_geraden_ganzen_rationalen_zahlen--vse_parne_cěle_racio,vse parne cěle racionalne čisla,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-alle_systeme_von_je_n_elementen_aus_t--vse_sistemy_iz_n_ele,vse sistemy iz n elementov iz T,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-allgemeine_idealtheorie--obča_teorija_idealov,obča teorija idealov,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-allgemeiner_diskriminantensatz--obči_teorem_o_diskri,obči teorem o diskriminantu,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-als_kovariante_betrachtet--razmatrivana_kako_ko,razmatrivana kako kovariant,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,covariant,True,es;fr,,
ISV-als_moduln_adjungiert--adjungujut_se_kako_m,adjungujut se kako moduly,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-als_produkte_von_system_i_und_ii_bleiben--kako_produkty_sistem,kako produkty sistemov I i II ostavaju,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,covariant,True,es;fr,,
ISV-anfangsform--početna_forma,početna forma,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,False,all_shelves,,
ISV-ansatz--shema,shema,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,ansatz / setup,False,,,
ISV-antistrophe_matrix--antistrofna_matrica,antistrofna matrica,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-anzahlgleichheit_der_komponenten--ravnost_čisla_kompon,ravnost čisla komponentov,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-arithmetische_fassung_des_dimensionsbegr--aritmetična_formulac,Aritmetična formulacija pojma dimenzije,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,dimension
ISV-associated_system_of_values--prinaležny_sistem_ve,prinaležny sistem veličin,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,covariant,True,es;fr,,
ISV-aufgefaßt_als_r-moduln_--_isomorph--izomorfne_kako_r-mod,izomorfne kako R-moduly,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,izomorf,False,all_shelves,concept_shelf,isomorphism
ISV-auflösbarer_zerfällungskörper--rěšimo_polje_razlože,rěšimo polje razloženja,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-aus_s_in_t_abgeleiteter_ring_ideal_p-mod--kolco_ideal_p-modul_,kolco / ideal / P-modul izvedeny iz S v T,F10-3,2,1,1,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,concept_shelf,ideal
ISV-ausgelassen_sind--sut_izpušćene,sut izpušćene,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,form,False,,,
ISV-ausgezeichnete_basis--vyznačena_baza,vyznačena baza,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,basis
ISV-ausnahmeprimzahlen_ausnahme-primideale--izključene_prvočisla,izključene prvočisla / izključene proste idealy,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,prime ideal
ISV-auswahlpostulat--postulat_izbora,postulat izbora,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,chain condition,False,,,
ISV-automorphismenkörper_k_ν--tělo_avtomorfizmov_k,tělo avtomorfizmov K_ν,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-automorphismenring--kolco_avtomorfizmov,kolco avtomorfizmov,F10-3,2,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-basis_der_direkten_summe_blockdiagonale_--baza_direktnoj_sumy_,baza direktnoj sumy / blokovo-diagonalna diskriminantna matrica,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,basis
ISV-basis_des_abgeleiteten_primideals--element_ktory_poražd,"element, ktory poraždaje izvedeny prosty ideal",F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,basis
ISV-basis_des_erweiterungsideals_des_diskrim--baza_razširjenogo_id,baza razširjenogo ideala diskriminantnogo ideala,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,concept_shelf,basis
ISV-basis_zur_erzeugung_der_spur--baza_za_tvorjenje_sl,baza za tvorjenje slěda,F10-1,3,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,basis
ISV-basisbegriffe--pojmy_bazy,pojmy bazy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-basisfragen--pitanja_o_bazah,pitanja o bazah,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-basisfreie_form--bezbazisna_forma,bezbazisna forma,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-bereich_aller_geraden_polynome--oblast_vseh_parnyh_p,oblast vseh parnyh polinomov,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,polynomial
ISV-bereich_aller_homogenen_formen--oblast_vseh_homogeny,oblast vseh homogenyh form,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-bereich_zahlbereich--oblast_čislova_oblas,oblast / čislova oblast,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,False,,,
ISV-beschränkt_in_x_i_den_grad_k_nicht_errei--ograničeny_po_x_i_ne,ograničeny po x_i / ne dosega stepena k,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,degree,False,,,
ISV-bibliographie--bibliografija,bibliografija,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-binäre_form_binäre_linearform--binarna_forma_binarn,binarna forma / binarna linearna forma,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-birationale_transformation--biracionalna_transfo,biracionalna transformacija,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-block-dreiecksform_matrizendarstellung--blokovo-trikutna_for,blokovo-trikutna forma / matrično predstavjenje,F10-2,3,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-buchbesprechungen--recenzije,recenzije,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-burnsidescher_satz_verallgemeinerter_bur--teorema_burnsida_obo,teorema Burnsida / obobčena teorema Burnsida,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-bücher_entstanden_unter_mitwirkung_von_e--knjigy_sostavjene_s_,"knjigy, sostavjene s učestjem Emmy Noether",F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,corollary,True,es;fr,,
ISV-characteristic_zero--karakteristika_nul,karakteristika nul,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-charakter--karakter,karakter,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,character,False,,,
ISV-charaktere--karaktere,karaktere,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-charakteristik--karakteristika,karakteristika,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-charakteristik_0_p--karakteristika_0_p,karakteristika 0 / p,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-charakteristik_null_primkörper--karakteristika_nul_p,karakteristika nul / prosto polje,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-charakteristik_p--harakteristika_p,harakteristika p,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-charakteristische_multiplizität--harakteristična_mnog,harakteristična mnogokratnost,F10-2,3,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-charakteristische_reihe--karakterističny_rjad,karakterističny rjad,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,characteristic series,False,,,
ISV-conjugate_factors--konjugovane_faktory,konjugovane faktory,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-cyrillic_reader_generation_for_section_1--matematične_proměnne,matematične proměnne i rimske označenja ostavajut zaštićene,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,associated prime ideal,False,,,
ISV-d--d,\D,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-damit_ist_der_satz_bewiesen--tym_teorem_jest_doka,Tym teorem jest dokazany,F10-1,2,0,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,theorem,True,ar;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,theorem
ISV-darstellung_als_kleinstes_gemeinsames_vi--predstavjenje_kako_n,predstavjenje kako najmenše obče mnogokratno,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,crossed representation,False,,,
ISV-darstellung_mit_festem_nenner--predstavjenje_s_stal,predstavjenje s stalym imenovateljem,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,crossed representation,False,,concept_shelf,representation
ISV-darstellung_von_spur_norm_und_diskrimina--predstavjenje_slěda_,"predstavjenje slěda, normy i diskriminanta",F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-darstellungsklassen--klasy_predstavjenj,klasy predstavjenj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,crossed representation,False,,,
ISV-darstellungsmoduln--moduly_predstavjenja,moduly predstavjenja,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,modul,False,all_shelves,,
ISV-das_zeichen_equiv_bedeutet--znak_equiv_znači,Znak \equiv znači ...,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-das_zum_nullideal_gehörige_primideal--prosty_ideal_asociov,"prosty ideal, asociovany s nulovym idealom",F10-0,2,1,1,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,concept_shelf,prime ideal
ISV-dedekind-mertensscher_satz--dedekind--mertensov_,Dedekind--Mertensov teorem,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-dedekind-mertensscher_satz--teorem_dedekinda--me,teorem Dedekinda--Mertensa,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-dedekindsche_folgerung_iii--dedekindov_poslědok_,Dedekindov poslědok I/II,F10-1,2,0,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,corollary,True,es;fr,concept_shelf,corollary
