automaton_term_id,stateC_term_id,match_quality,post_duplicate_count,chosen_form_latin,automaton_f10,stateC_f10,automaton_E,automaton_W,automaton_S,stateC_E,stateC_W,stateC_S,delta_E,delta_W,delta_S,route,route_key,recommended_action_v2
ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,same_id,1,prisojedinjenje u_{\mu\nu},F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,adjunction,MISSING_WITNESS_BACKFILL
ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,same_id,1,prisojedinjenje neopreděljenyh u_{mu nu},F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,adjunction,MISSING_WITNESS_BACKFILL
ISV-affektlose_gleichungen--jednačenja_bez_afekt,ISV-affektlose_gleichungen--jednačenja_bez_afekt,same_id,1,"jednačenja ""bez afekta""",F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,equation,MISSING_WITNESS_BACKFILL
ISV-algebraic_gebilde--algebraično_obrazova,ISV-algebraic_gebilde--algebraično_obrazova,same_id,1,algebraično obrazovanje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,algebr,MISSING_WITNESS_BACKFILL
ISV-algebraisch-abgeschlossener_algebraische--algebraično_zatvorje,ISV-algebraisch-abgeschlossener_algebraische--algebraično_zatvorje,same_id,1,algebraično zatvorjeno polje / algebraično razširiteljno polje,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-algebraisch-ganz_rational-ganz--algebraično-cěly_rac,ISV-algebraisch-ganz_rational-ganz--algebraično-cěly_rac,same_id,1,algebraično-cěly / racionalno-cěly,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-algebraisch-ganz_und_ganzzahlig_in_bezug--algebraično_cěla_i_c,ISV-algebraisch-ganz_und_ganzzahlig_in_bezug--algebraično_cěla_i_c,same_id,1,algebraično cěla i celočislena vzhodno k,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-algebraisch-ganze_abgeschlossenheit--algebraično-cěla_zat,ISV-algebraisch-ganze_abgeschlossenheit--algebraično-cěla_zat,same_id,1,algebraično-cěla zatvorenost,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-algebraisch-ganzzahlige_polynome--algebraično-celočisl,ISV-algebraisch-ganzzahlige_polynome--algebraično-celočisl,same_id,1,algebraično-celočislene polinomy,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-algebraisch_abgeschlossener_körper--algebraično_zamknjen,ISV-algebraisch_abgeschlossener_körper--algebraično_zamknjen,same_id,1,algebraično zamknjeno polje,F10-0,F10-0,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-algebraisch_unabhängig--algebraično_nezavisn,ISV-algebraisch_unabhängig--algebraično_nezavisn,same_id,1,algebraično nezavisne,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-algebraisch_unabhängig_abhängig--algebraično_nezavisn,ISV-algebraisch_unabhängig_abhängig--algebraično_nezavisn,same_id,1,algebraično nezavisne / zavisne,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-algebraisch_unabhängige_funktionen--algebraično_nezavisn,ISV-algebraisch_unabhängige_funktionen--algebraično_nezavisn,same_id,1,algebraično nezavisne funkcije,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-algebraische_basis_rationale_basis--algebraična_baza_rac,ISV-algebraische_basis_rationale_basis--algebraična_baza_rac,same_id,1,algebraična baza / racionalna baza,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-algebraische_erweiterung--algebraično_razširen,ISV-algebraische_erweiterung--algebraično_razširen,same_id,1,algebraično razširenje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-algebraischer_rang--algebraičny_rang,ISV-algebraischer_rang--algebraičny_rang,same_id,1,algebraičny rang,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-algebraischer_rang_restklassenkörper--algebraičny_rang_pol,ISV-algebraischer_rang_restklassenkörper--algebraičny_rang_pol,same_id,1,algebraičny rang / polje ostatkovyh klasov,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-algebraischer_zahlkörper--algebraično_čislovo_,ISV-algebraischer_zahlkörper--algebraično_čislovo_,same_id,1,algebraično čislovo polje,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-alle_geraden_ganzen_rationalen_zahlen--vse_parne_cěle_racio,ISV-alle_geraden_ganzen_rationalen_zahlen--vse_parne_cěle_racio,same_id,1,vse parne cěle racionalne čisla,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,polynomial,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-allgemeine_idealtheorie--obča_teorija_idealov,ISV-allgemeine_idealtheorie--obča_teorija_idealov,same_id,1,obča teorija idealov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,ideal,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-als_kovariante_betrachtet--razmatrivana_kako_ko,ISV-als_kovariante_betrachtet--razmatrivana_kako_ko,same_id,1,razmatrivana kako kovariant,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,covariant,P0_TRAP_SENSE_AUDIT
ISV-als_moduln_adjungiert--adjungujut_se_kako_m,ISV-als_moduln_adjungiert--adjungujut_se_kako_m,same_id,1,adjungujut se kako moduly,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-als_produkte_von_system_i_und_ii_bleiben--kako_produkty_sistem,ISV-als_produkte_von_system_i_und_ii_bleiben--kako_produkty_sistem,same_id,1,kako produkty sistemov I i II ostavaju,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,covariant,P0_TRAP_SENSE_AUDIT
ISV-anfangsform--početna_forma,ISV-anfangsform--početna_forma,same_id,1,početna forma,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,form,MISSING_WITNESS_BACKFILL
ISV-ansatz--shema,ISV-ansatz--shema,same_id,1,shema,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,ansatz / setup,MISSING_WITNESS_BACKFILL
ISV-antistrophe_matrix--antistrofna_matrica,ISV-antistrophe_matrix--antistrofna_matrica,same_id,1,antistrofna matrica,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-anzahlgleichheit_der_komponenten--ravnost_čisla_kompon,ISV-anzahlgleichheit_der_komponenten--ravnost_čisla_kompon,same_id,1,ravnost čisla komponentov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-arithmetische_fassung_des_dimensionsbegr--aritmetična_formulac,ISV-arithmetische_fassung_des_dimensionsbegr--aritmetična_formulac,same_id,1,Aritmetična formulacija pojma dimenzije,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,dimension,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-associated_system_of_values--prinaležny_sistem_ve,ISV-associated_system_of_values--prinaležny_sistem_ve,same_id,1,prinaležny sistem veličin,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,covariant,P0_TRAP_SENSE_AUDIT
ISV-auflösbarer_zerfällungskörper--rěšimo_polje_razlože,ISV-auflösbarer_zerfällungskörper--rěšimo_polje_razlože,same_id,1,rěšimo polje razloženja,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-ausgelassen_sind--sut_izpušćene,ISV-ausgelassen_sind--sut_izpušćene,same_id,1,sut izpušćene,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,form,MISSING_WITNESS_BACKFILL
ISV-ausgezeichnete_basis--vyznačena_baza,ISV-ausgezeichnete_basis--vyznačena_baza,same_id,1,vyznačena baza,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-ausnahmeprimzahlen_ausnahme-primideale--izključene_prvočisla,ISV-ausnahmeprimzahlen_ausnahme-primideale--izključene_prvočisla,same_id,1,izključene prvočisla / izključene proste idealy,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,ideal,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-auswahlpostulat--postulat_izbora,ISV-auswahlpostulat--postulat_izbora,same_id,1,postulat izbora,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,chain condition,MISSING_WITNESS_BACKFILL
ISV-automorphismenkörper_k_ν--tělo_avtomorfizmov_k,ISV-automorphismenkörper_k_ν--tělo_avtomorfizmov_k,same_id,1,tělo avtomorfizmov K_ν,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-automorphismenring--kolco_avtomorfizmov,ISV-automorphismenring--kolco_avtomorfizmov,same_id,1,kolco avtomorfizmov,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-basisbegriffe--pojmy_bazy,ISV-basisbegriffe--pojmy_bazy,same_id,1,pojmy bazy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-basisfragen--pitanja_o_bazah,ISV-basisfragen--pitanja_o_bazah,same_id,1,pitanja o bazah,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-basisfreie_form--bezbazisna_forma,ISV-basisfreie_form--bezbazisna_forma,same_id,1,bezbazisna forma,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-bereich_aller_geraden_polynome--oblast_vseh_parnyh_p,ISV-bereich_aller_geraden_polynome--oblast_vseh_parnyh_p,same_id,1,oblast vseh parnyh polinomov,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,polynomial,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-bereich_aller_homogenen_formen--oblast_vseh_homogeny,ISV-bereich_aller_homogenen_formen--oblast_vseh_homogeny,same_id,1,oblast vseh homogenyh form,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-bereich_zahlbereich--oblast_čislova_oblas,ISV-bereich_zahlbereich--oblast_čislova_oblas,same_id,1,oblast / čislova oblast,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,extension of the first kind,MISSING_WITNESS_BACKFILL
ISV-beschränkt_in_x_i_den_grad_k_nicht_errei--ograničeny_po_x_i_ne,ISV-beschränkt_in_x_i_den_grad_k_nicht_errei--ograničeny_po_x_i_ne,same_id,1,ograničeny po x_i / ne dosega stepena k,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,degree,MISSING_WITNESS_BACKFILL
ISV-bibliographie--bibliografija,ISV-bibliographie--bibliografija,same_id,1,bibliografija,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-birationale_transformation--biracionalna_transfo,ISV-birationale_transformation--biracionalna_transfo,same_id,1,biracionalna transformacija,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-buchbesprechungen--recenzije,ISV-buchbesprechungen--recenzije,same_id,1,recenzije,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-burnsidescher_satz_verallgemeinerter_bur--teorema_burnsida_obo,ISV-burnsidescher_satz_verallgemeinerter_bur--teorema_burnsida_obo,same_id,1,teorema Burnsida / obobčena teorema Burnsida,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,teorem,MISSING_WITNESS_BACKFILL
ISV-bücher_entstanden_unter_mitwirkung_von_e--knjigy_sostavjene_s_,ISV-bücher_entstanden_unter_mitwirkung_von_e--knjigy_sostavjene_s_,same_id,1,"knjigy, sostavjene s učestjem Emmy Noether",F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,corollary,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-characteristic_zero--karakteristika_nul,ISV-characteristic_zero--karakteristika_nul,same_id,1,karakteristika nul,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-charakter--karakter,ISV-charakter--karakter,same_id,1,karakter,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,character,MISSING_WITNESS_BACKFILL
ISV-charaktere--karaktere,ISV-charaktere--karaktere,same_id,1,karaktere,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-charakteristik_null_primkörper--karakteristika_nul_p,ISV-charakteristik_null_primkörper--karakteristika_nul_p,same_id,1,karakteristika nul / prosto polje,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-charakteristik_p--harakteristika_p,ISV-charakteristik_p--harakteristika_p,same_id,1,harakteristika p,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-charakteristische_multiplizität--harakteristična_mnog,ISV-charakteristische_multiplizität--harakteristična_mnog,same_id,1,harakteristična mnogokratnost,F10-2,F10-2,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,OVERCLAIM_BACKFILL_NEEDED
ISV-charakteristische_reihe--karakterističny_rjad,ISV-charakteristische_reihe--karakterističny_rjad,same_id,1,karakterističny rjad,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,characteristic series,MISSING_WITNESS_BACKFILL
ISV-conjugate_factors--konjugovane_faktory,ISV-conjugate_factors--konjugovane_faktory,same_id,1,konjugovane faktory,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-cyrillic_reader_generation_for_section_1--matematične_proměnne,ISV-cyrillic_reader_generation_for_section_1--matematične_proměnne,same_id,1,matematične proměnne i rimske označenja ostavajut zaštićene,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,associated prime ideal,MISSING_WITNESS_BACKFILL
ISV-d--d,ISV-d--d,same_id,1,\D,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-darstellung_als_kleinstes_gemeinsames_vi--predstavjenje_kako_n,ISV-darstellung_als_kleinstes_gemeinsames_vi--predstavjenje_kako_n,same_id,1,predstavjenje kako najmenše obče mnogokratno,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,crossed representation,MISSING_WITNESS_BACKFILL
ISV-darstellung_mit_festem_nenner--predstavjenje_s_stal,ISV-darstellung_mit_festem_nenner--predstavjenje_s_stal,same_id,1,predstavjenje s stalym imenovateljem,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,C_concept_linked_shelf_plausible,crossed representation,MISSING_WITNESS_BACKFILL
ISV-darstellungsmoduln--moduly_predstavjenja,ISV-darstellungsmoduln--moduly_predstavjenja,same_id,1,moduly predstavjenja,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,B_intl_stem_probeable,modul,MISSING_WITNESS_BACKFILL
ISV-das_zeichen_equiv_bedeutet--znak_equiv_znači,ISV-das_zeichen_equiv_bedeutet--znak_equiv_znači,same_id,1,Znak \equiv znači ...,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-dedekind-mertensscher_satz--dedekind--mertensov_,ISV-dedekind-mertensscher_satz--dedekind--mertensov_,same_id,1,Dedekind--Mertensov teorem,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-dedekind-mertensscher_satz--teorem_dedekinda--me,ISV-dedekind-mertensscher_satz--teorem_dedekinda--me,same_id,1,teorem Dedekinda--Mertensa,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-dedekindsche_folgerung_iii--dedekindov_poslědok_,ISV-dedekindsche_folgerung_iii--dedekindov_poslědok_,same_id,1,Dedekindov poslědok I/II,F10-1,F10-1,2.0,0.0,1.0,2,0,1,0.0,0.0,0.0,A_probe_covered_concept,corollary,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-determinante_eines_hyperkomplexen_system--determinanta_hiperko,ISV-determinante_eines_hyperkomplexen_system--determinanta_hiperko,same_id,1,determinanta hiperkompleksnogo sistema,F10-0,F10-0,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-determinantenteiler--determinantny_dělite,ISV-determinantenteiler--determinantny_dělite,same_id,1,determinantny dělitelj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,determinant,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-diagonalglied--diagonalny_člen,ISV-diagonalglied--diagonalny_člen,same_id,1,diagonalny člen,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,diagonal entry,MISSING_WITNESS_BACKFILL
ISV-die_übrigen_formen--ostale_formy,ISV-die_übrigen_formen--ostale_formy,same_id,1,ostale formy,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,A_probe_covered_concept,coefficient,MISSING_WITNESS_BACKFILL
ISV-diedergruppen--diedralne_grupy,ISV-diedergruppen--diedralne_grupy,same_id,1,diedralne grupy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-dimension_schlechthin--dimenzija_v_sobstven,ISV-dimension_schlechthin--dimenzija_v_sobstven,same_id,1,dimenzija v sobstvenom smyslu,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,dimension,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-dimensionszahlen--dimenzijne_čisla,ISV-dimensionszahlen--dimenzijne_čisla,same_id,1,dimenzijne čisla,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,dimension,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-direkt-unzerlegbar--direktno_nerazložimy,ISV-direkt-unzerlegbar--direktno_nerazložimy,same_id,1,direktno nerazložimy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,direct factor,MISSING_WITNESS_BACKFILL
ISV-direkt-unzerlegbar_zerlegbar--direktno_nerazložimy,ISV-direkt-unzerlegbar_zerlegbar--direktno_nerazložimy,same_id,1,direktno nerazložimy / razložimy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,direct factor,MISSING_WITNESS_BACKFILL
ISV-direkt_unzerlegbare_faktoren--direktno_nerazložime,ISV-direkt_unzerlegbare_faktoren--direktno_nerazložime,same_id,1,direktno nerazložime faktory,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,direct factor,MISSING_WITNESS_BACKFILL
ISV-direkte_summe_direkter_summand--direktna_suma_direkt,ISV-direkte_summe_direkter_summand--direktna_suma_direkt,same_id,1,direktna suma / direktny sumand,F10-0,F10-0,3.0,1.0,0.0,3,1,0,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-direkte_summenzerlegung--direktno_sumno_razlo,ISV-direkte_summenzerlegung--direktno_sumno_razlo,same_id,1,direktno sumno razloženje,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-direkte_summenzerlegung_in_rechtsideale--direktno_razloženje_,ISV-direkte_summenzerlegung_in_rechtsideale--direktno_razloženje_,same_id,1,direktno razloženje na prave idealy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,ideal,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-direkter_faktor--direktny_faktor,ISV-direkter_faktor--direktny_faktor,same_id,1,direktny faktor,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,direct factor,MISSING_WITNESS_BACKFILL
ISV-direkter_summand--direktny_sumand,ISV-direkter_summand--direktny_sumand,same_id,1,direktny sumand,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
