structural_id,work_id,unit_id,kind,title,authority_pointer_id,authority_sha256,paper_interval_sha256,source_local_start,source_local_end,source_whole_start,source_whole_end,source_unit_sha256,source_slice_sha256,target_language,target_path,target_sha256,target_line_start,target_line_end,target_slice_sha256,parent_id,order,cross_references,completion_state,review_state,publication_state,continuation_cursor
NOE-P07-KO-STR-011,NOETH-P07,U02,display,Invariant averaging equation (1),NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,22,26,5863,5867,046B6E95E7DA1493157055ED0848F4FC0639DD2DE2CF7FFCD43784B8A7251114,D773B0897C42F04D7397977FF1933121060A9B4B6E7199629C74419B1F91B80C,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U02_UNCHECKED.tex,813E2586E4FE975C51E21C74F8399CEEEA60139A9FDD833FF2C44888A6649177,17,21,D773B0897C42F04D7397977FF1933121060A9B4B6E7199629C74419B1F91B80C,NOE-P07-KO-STR-008,11,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-012,NOETH-P07,U03,section,Subsection 1,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,28,28,5869,5869,FF490BF1734E6072971A10A71ABF27D4D9F37583C5FE3B022A5E23420638235C,B12530234EC7540F458CD367D75DEB43E0CBD7662AA3EB2A4185924E5F6ED9B4,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U03_UNCHECKED.tex,7E12CEC2A1FB8A73AD5D9ADBD025B7B142B575FA064FC5671ED24E3C43F994A5,11,11,B12530234EC7540F458CD367D75DEB43E0CBD7662AA3EB2A4185924E5F6ED9B4,NOE-P07-KO-STR-001,12,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-013,NOETH-P07,U03,prose,Multisymmetric single-row case,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,29,29,5870,5870,FF490BF1734E6072971A10A71ABF27D4D9F37583C5FE3B022A5E23420638235C,F622D3E2D6C0D7AC385C60886733D2525106DB3A5021698A6D7511DDBD642774,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U03_UNCHECKED.tex,7E12CEC2A1FB8A73AD5D9ADBD025B7B142B575FA064FC5671ED24E3C43F994A5,12,12,EA93126270C3CAF34126AF5875DAB20DF64854EA49EF695E52CD6235605D56FD,NOE-P07-KO-STR-012,13,NOE-P07-KO-STR-011|NOE-P07-KO-STR-014|NOE-P07-KO-STR-015,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-014,NOETH-P07,U03,note,Cross-reference to subsection 2 note,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,29,29,5870,5870,FF490BF1734E6072971A10A71ABF27D4D9F37583C5FE3B022A5E23420638235C,F622D3E2D6C0D7AC385C60886733D2525106DB3A5021698A6D7511DDBD642774,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U03_UNCHECKED.tex,7E12CEC2A1FB8A73AD5D9ADBD025B7B142B575FA064FC5671ED24E3C43F994A5,12,12,EA93126270C3CAF34126AF5875DAB20DF64854EA49EF695E52CD6235605D56FD,NOE-P07-KO-STR-013,14,NOE-P07-KO-STR-021,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-015,NOETH-P07,U03,display,Galois resolvent product and coefficient conditions,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,30,43,5871,5884,FF490BF1734E6072971A10A71ABF27D4D9F37583C5FE3B022A5E23420638235C,E909C5CA1D272CCF0110179A01DB3CC71164DFA5BAA006810D29E18C21DE0ED6,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U03_UNCHECKED.tex,7E12CEC2A1FB8A73AD5D9ADBD025B7B142B575FA064FC5671ED24E3C43F994A5,13,26,E909C5CA1D272CCF0110179A01DB3CC71164DFA5BAA006810D29E18C21DE0ED6,NOE-P07-KO-STR-013,15,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-016,NOETH-P07,U03,prose,Degree of the G coefficients,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,44,44,5885,5885,FF490BF1734E6072971A10A71ABF27D4D9F37583C5FE3B022A5E23420638235C,EFE09854E9B26A03C022DC22D4DD49711BD247753A81849441AAE8CE4D08E6DC,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U03_UNCHECKED.tex,7E12CEC2A1FB8A73AD5D9ADBD025B7B142B575FA064FC5671ED24E3C43F994A5,27,27,F9C9AE2B89C8FFBBEE9F7BEE6FB1BF6EA068468CCCFFE257EE4122849C03B1DA,NOE-P07-KO-STR-012,16,NOE-P07-KO-STR-015|NOE-P07-KO-STR-017,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-017,NOETH-P07,U03,theorem,First complete invariant system theorem,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,46,46,5887,5887,FF490BF1734E6072971A10A71ABF27D4D9F37583C5FE3B022A5E23420638235C,BE9688847EFB02EE2F1137C4D152053A42D83B7F10AC1D0C1F69CF9EAF59BD74,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U03_UNCHECKED.tex,7E12CEC2A1FB8A73AD5D9ADBD025B7B142B575FA064FC5671ED24E3C43F994A5,29,29,A8E2F1C434FC137B38C4E8F0428576455B90A3765101F67A5F06AD9AB001604A,NOE-P07-KO-STR-012,17,NOE-P07-KO-STR-015,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-018,NOETH-P07,U04,section,Subsection 2,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,48,48,5889,5889,BA53F3A4E875320E336B2756713DF8141B9EE28A6232C4ECCAD7096460877A3A,17EBAFFD02A26C6E694789517C71D46A6CF8283F6B7C504AB87336357293A4ED,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U04_UNCHECKED.tex,5387865AFD79A4C0B46930896944B0F8AD425715A177274EF51EA160CD2DC377,11,11,17EBAFFD02A26C6E694789517C71D46A6CF8283F6B7C504AB87336357293A4ED,NOE-P07-KO-STR-001,18,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-019,NOETH-P07,U04,prose,Second elementary argument introduction,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,49,49,5890,5890,BA53F3A4E875320E336B2756713DF8141B9EE28A6232C4ECCAD7096460877A3A,5EB5115D0B95A0AC23244A46F91E1A17E7E6548C076F89BDFE37CA51B95CB874,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U04_UNCHECKED.tex,5387865AFD79A4C0B46930896944B0F8AD425715A177274EF51EA160CD2DC377,12,12,C44C2929A8C919382D9BD1DEE66EDD5AA63E7634A8E96B2BDDA58D269B95A7E0,NOE-P07-KO-STR-018,19,NOE-P07-KO-STR-011|NOE-P07-KO-STR-020,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-020,NOETH-P07,U04,note,Single-row symmetric-function proof note,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,49,49,5890,5890,BA53F3A4E875320E336B2756713DF8141B9EE28A6232C4ECCAD7096460877A3A,5EB5115D0B95A0AC23244A46F91E1A17E7E6548C076F89BDFE37CA51B95CB874,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U04_UNCHECKED.tex,5387865AFD79A4C0B46930896944B0F8AD425715A177274EF51EA160CD2DC377,12,12,C44C2929A8C919382D9BD1DEE66EDD5AA63E7634A8E96B2BDDA58D269B95A7E0,NOE-P07-KO-STR-019,20,NOE-P07-KO-STR-014,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-021,NOETH-P07,U04,display,Polynomial expansion of f,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,50,53,5891,5894,BA53F3A4E875320E336B2756713DF8141B9EE28A6232C4ECCAD7096460877A3A,D3E9A3AAF97CA1C9011E09FEFCDDFB50EC9414B644C49290A4084D1CAA63D593,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U04_UNCHECKED.tex,5387865AFD79A4C0B46930896944B0F8AD425715A177274EF51EA160CD2DC377,13,16,D3E9A3AAF97CA1C9011E09FEFCDDFB50EC9414B644C49290A4084D1CAA63D593,NOE-P07-KO-STR-019,21,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-022,NOETH-P07,U04,prose,Constants and invocation of equation (1),NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,54,54,5895,5895,BA53F3A4E875320E336B2756713DF8141B9EE28A6232C4ECCAD7096460877A3A,25DEA959436379E8A510395C6AD8F06DCB52109AA6BD9C12783637528CF6498D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U04_UNCHECKED.tex,5387865AFD79A4C0B46930896944B0F8AD425715A177274EF51EA160CD2DC377,17,17,EC6EB2A1785A3FD3995A4A18ACCCE1C03C058B01AA0D71323E24B2C82A9FB1BE,NOE-P07-KO-STR-018,22,NOE-P07-KO-STR-011|NOE-P07-KO-STR-023,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-023,NOETH-P07,U04,display,Averaged expansion in J invariants,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,55,63,5896,5904,BA53F3A4E875320E336B2756713DF8141B9EE28A6232C4ECCAD7096460877A3A,F8D09F99F2565FCAC495118F13FAFD1EAD7444A6C62862071EF9035378D80E16,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U04_UNCHECKED.tex,5387865AFD79A4C0B46930896944B0F8AD425715A177274EF51EA160CD2DC377,18,26,F8D09F99F2565FCAC495118F13FAFD1EAD7444A6C62862071EF9035378D80E16,NOE-P07-KO-STR-022,23,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-024,NOETH-P07,U05,prose,Reduction to the special J invariants,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,64,69,5905,5910,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,FBEAAF1573F279D7267D4E982A2350D2D6208A59CF9EBF7B68E9E202EF02FC8F,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,11,16,4224570595C9C78C80CF4E1D1E3E1A64904D99F3940B761AF11D585213DF2D1D,NOE-P07-KO-STR-018,24,NOE-P07-KO-STR-025,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-025,NOETH-P07,U05,display,Definition of J invariant,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,65,68,5906,5909,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,859ACF32983CF6D060DF5956DC95984A334ECF4769C0FEB46B72C202F37D2339,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,12,15,CC5164F21861457A12B9301DE77EC5036488E36B1BA919D645420C29B4DA20CF,NOE-P07-KO-STR-024,25,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-026,NOETH-P07,U05,prose,J as a coefficient of a power sum,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,69,74,5910,5915,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,8489D51C9E34F1CB3645105E7DBF64C21BBCDBABB42BCACB6D9D7FDB635A10CD,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,16,21,9CAE38EFE56466E556423F46F4190BBC9701664BD8FCCBDB7DEC0266017903DB,NOE-P07-KO-STR-018,26,NOE-P07-KO-STR-027,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-027,NOETH-P07,U05,display,Definition of S_mu,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,70,73,5911,5914,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,CA69B50CEFE4069CE7BBA0D8E01EB973BAE3976AC1D721B3E83DA3353EBD1E4B,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,17,20,3F0D688CE7C5D747D48D2DB5BCBA2E054D585F91631C91BECCB102A18F3789C8,NOE-P07-KO-STR-026,27,,draft_text_complete,unchecked,not_ready,independent_korean_checker
