"lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","gap_or_blocker_note","non_claim_boundary","source_row_id","source_detail_table"
"R6 Indigenous/Creole/Sign Access","Papiamento/Papiamentu - Aruba","Aruba bilingual education policy note","Aruba policy/source route","Papiamento/Papiamentu - Aruba; creole/contact; Papiamento-in-education policy witness; source-canon","T2 local PDF capture; source-authority/reuse review still required","application/pdf","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Pa-un-Ensenansa-Bilingual-na-Aruba-beleidsnota-1988.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\aruba_papiamento_bilingual_education_policy_1988.pdf","license/reuse pending; source-owner/reviewer return required","237faf3704d9b106379c4bfe22286710438beb442a5dc0f100e54d4016b16cb8","Papiamento/Papiamentu - Aruba","partial_context_or_route_not_exact_math_authority","no","yes_non_tex_fallback_or_route","no_TeX_LaTeX_arXiv_or_eprint_source_archive_located in R6 evidence; captured PDF/HTML/context only | no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-CR-P2-008","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","Papiamento/Papiamentu - Aruba","Aruba integrated language policy stakeholder appendix","Aruba policy/source route","Papiamento/Papiamentu - Aruba; creole/contact; Papiamento/eigen onderwijs policy context; source-canon","T2 local PDF capture; source-authority/reuse review still required","application/pdf","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Integraal-Taalbeleid-Bijlage-mei-2023.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\aruba_integraal_taalbeleid_bijlage_2023.pdf","license/reuse pending; source-owner/reviewer return required","d51701b0f50029b5a756f03b77b3770976b294125c08f807dfa20bf62785a3b2","Papiamento/Papiamentu - Aruba","partial_context_or_route_not_exact_math_authority","no","yes_non_tex_fallback_or_route","no_TeX_LaTeX_arXiv_or_eprint_source_archive_located in R6 evidence; captured PDF/HTML/context only | no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-CR-P2-009","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Suriname Vooruit met Taal multilingual source book","Suriname/Guyanas context source route","Sranan / Saramaccan / Ndyuka / Guyanese Creole; creole/contact; official multilingual/Sranan/Okanisi school-language witness; source-canon","T2 local PDF capture; source-authority/reuse review still required","application/pdf","https://gov.sr/wp-content/uploads/2023/10/VOORUIT-MET-TAAL-Leerjr-8-Bronnenboek-Meertaligheid.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\suriname_vooruit_met_taal_leerjr8_bronnenboek_meertaligheid.pdf","license/reuse pending; source-owner/reviewer return required","f6e0652b2c9ddf835e3c374fc67f1ed5f6c6c547b49ecb9119f6d799da0f6514","Sranan / Saramaccan / Ndyuka / Guyanese Creole","partial_context_or_route_not_exact_math_authority","no","yes_non_tex_fallback_or_route","no_TeX_LaTeX_arXiv_or_eprint_source_archive_located in R6 evidence; captured PDF/HTML/context only | no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-CR-P2-013","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Suriname official language context page","Suriname/Guyanas context source route","Sranan / Saramaccan / Ndyuka / Guyanese Creole; creole/contact; official language context page mentioning Sranantongo and education language context; source-canon","T2 local HTML capture; source-authority/reuse review still required","text/html; charset=UTF-8","https://gov.sr/suriname/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\suriname_gov_language_context.html","license/reuse pending; source-owner/reviewer return required","9b50c123f707021acdfa32480c553cb32cfb7f9716000c647202bd2f07d6c058","Sranan / Saramaccan / Ndyuka / Guyanese Creole","partial_context_or_route_not_exact_math_authority","no","yes_non_tex_fallback_or_route","no_TeX_LaTeX_arXiv_or_eprint_source_archive_located in R6 evidence; captured PDF/HTML/context only | no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-CR-P2-014","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","Aymara","Jakhukipawinaka 1 - Aymara. Fichas de trabajo de matematicas del 1st Primaria - Aimara","Peru Minedu / DSpace source route","Aymara; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","T2 exact PDF/text capture; T3 candidate official-local authority; T4 reviewer return missing; T5 attribution/reuse sidecar pending","PDF with extracted text","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_aymara_jakhukipawinaka_matematicas_1primaria.pdf","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","702b3f1dcf4d949f653c696b58c22b5d060f1274ef9bd51f13a42516c9b5ea90","Aymara","yes_source_or_access_route_not_authority","no","yes_non_tex_fallback_or_route","no_TeX_LaTeX_arXiv_or_eprint_source_archive_located_in_R6_evidence; official PDF/text witness | no Quechua/Aymara bridge, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-QA-SAR-003","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","Bolivia Quechua candidate","Curriculo base y curriculo regionalizado de la nacion quechua","Peru Minedu / DSpace source route","Bolivia Quechua; curriculum; candidate exact source; PDF; local knowledge; math-access context","T2 candidate exact local source capture; T3/T4/T5 still missing","application/pdf","https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Curriculo_base_y_curriculo_regionalizado_de_la_nacion_quechua_Curriculo_base_y_curriculo_r.pdf","license/reuse pending; source-owner/reviewer return required","6ae6ed54d160805ca355600efdfea857ab1029f371dc808b968c56e291f04d9b","Bolivia Quechua candidate","partial_candidate_not_authority","no","yes_non_tex_fallback_or_route","no_TeX_LaTeX_arXiv_or_eprint_source_archive_located; candidate PDF only | no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-IA-P3-003","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","Quechua Central","1 yupana-Quechua Central. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Central","Peru Minedu / DSpace source route","Quechua Central; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","T2 exact PDF/text capture; T3 candidate official-local authority; T4 reviewer return missing; T5 attribution/reuse sidecar pending","PDF with extracted text","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","Quechua Central","yes_source_or_access_route_not_authority","no","yes_non_tex_fallback_or_route","no_TeX_LaTeX_arXiv_or_eprint_source_archive_located_in_R6_evidence; official PDF/text witness | no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-QA-SAR-001","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","Quechua Chanka","1 yupana-Quechua Chanka. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Chanka","Peru Minedu / DSpace source route","Quechua Chanka; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","T2 exact PDF/text capture; T3 candidate official-local authority; T4 reviewer return missing; T5 attribution/reuse sidecar pending","PDF with extracted text","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","Quechua Chanka","yes_source_or_access_route_not_authority","no","yes_non_tex_fallback_or_route","no_TeX_LaTeX_arXiv_or_eprint_source_archive_located_in_R6_evidence; official PDF/text witness | no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-QA-SAR-002","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","ASL","ASL-STEM home/category index","ASL-STEM source route","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","T2 captured source route; T3 candidate scope; T4 reviewer and T5 media/reuse missing","HTML source route plus video pointer metadata","https://aslstem.cs.washington.edu/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslstem_home.html","Does the site permit linking, embedding, screenshots, derived stills, or only external pointers? Captured footer/status must be checked before any media reuse.","58c115cae26182c4ed173c46c0482ca5cf9451a8eb468cf16bf047547ad49741","ASL","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; video-first route evidence only | no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-ASL-SAR-001","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","ASL","ASL-CORE Physics: Equation","ASL-CORE source route","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","T2 captured source and video route; T3 candidate video scope; T4 reviewer and T5 media/reuse missing","HTML source route plus video pointer metadata","https://aslcore.org/physics/entries/?id=equation","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_physics_equation.html","May the Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","a9fdc95f9ed5d4ac20a3d0d1e2290d3a548a3fb32455691f3809ffec9dceeccd","ASL","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; video-first route evidence only | no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-ASL-SAR-002","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","ASL","ASL-CORE Computer Science: Array","ASL-CORE source route","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","T2 captured source and video routes; T3 candidate video scope; T4 reviewer and T5 media/reuse missing","HTML source route plus video pointer metadata","https://aslcore.org/computerscience/entries/?id=array","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_computerscience_array.html","May either Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","bf36cbb7c99b18ea36694830c64aa281be6942d96b6957909311500b746edaad","ASL","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; video-first route evidence only | no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","R6-ASL-SAR-003","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
