target_id,target_kind,scope,expose_number,section_context,visible_locator,visible_tex,component_relpath,upstream_line,rescribe_idx,printed_page,source_pdf_page,authority_layer,upstream_component_sha256,source_span_sha256,document_order
sga6.e00.sec.4,subsection,e00,0,4,4,4. Removing the ample invertible module hypothesis,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,245,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,520121CDC58DE56208AB335AFEC806942EC99DE44E11E837438191E88E306F72,24
sga6.e00.sec.4.1,subsubsection,e00,0,4.1,4.1,4.1,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,248,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FA616FBA30BB4ED6569933F72B4B77B48DD28033E496EA8ECE37C472917E9809,25
sga6.e00.sec.4.2,subsubsection,e00,0,4.2,4.2,4.2,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,255,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,7D4D5E19C53E6643967FE82B53D29ABDEB6BC931E907945EC4164D52F44A3257,26
sga6.e00.sec.4.3,subsubsection,e00,0,4.3,4.3,4.3,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,261,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1F918E819009C747F02830ABB183AB08D8A942599563EFDC88BCEC428041AFBC,27
sga6.e00.eq.4-1,equation,e00,0,4.3,4.1,4.1,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,271,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,488FA0287963BB3E3A385211DAFEEB3F6AF02CF7F9C2E5E4F60CBF9B300DBB0E,28
sga6.e00.eq.4-2,equation,e00,0,4.3,4.2,4.2,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,275,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,B0E9A2D442194A7B6C3211AFE372ACA074BF3DEB11B99461DAE5EED340E8C1A5,29
sga6.e00.sec.4.4,subsubsection,e00,0,4.4,4.4,4.4,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,280,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,92ADA9EFCF19E41659463DDAD2A098071CD2D84091C3E614018805823D3FDFEB,30
sga6.e00.sec.4.5,subsubsection,e00,0,4.5,4.5,4.5,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,303,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,8D387DEE405DFBDFE6452B297C220E24F22849B9A2377CD3F290FB9B20B5174A,31
sga6.e00.sec.5,subsection,e00,0,5,5,5. Analytic variant,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,306,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,86CC7708E84DB88AB93F7B5BF72AD573A3D495D8E2846A2A2970F5F01DED123D,32
sga6.e00.eq.5-1,equation,e00,0,5,5.1,5.1,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,314,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,C9EC0474B5CB9648C0B89C5FE339C2E70AE91825D2A67475AFCA3936556814CB,33
sga6.e00.eq.5-2,equation,e00,0,5,5.2,5.2,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,322,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,F0E8B5F60D692853EA3FF8E62A3F6B6D78271A86648A467D1FFA5FEE384DB77E,34
sga6.e00.eq.5-3,equation,e00,0,5,5.3,5.3,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,326,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1340667737762A1580A83262ED784EE1C9DF9417C3197466B605B3B6DA5D705D,35
sga6.e00.eq.5-4,equation,e00,0,5,5.4,5.4,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,334,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A25E3EB2D96F1B19B87B07B7EFFAD5DE8EB3D0D140BBF6A4C31571CC76F48BA7,36
sga6.e00.sec.6,subsection,e00,0,6,6,6. The covariant invariant $K_\bullet(X)$,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,347,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,4EC939CFB3EC51C86F7EAD633A8F5F973AEF2108A028FB155E224F43BF250EEE,37
sga6.e00.eq.6-1,equation,e00,0,6,6.1,6.1,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,351,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,656FA7DF3E5F84C1CD5219DD12C51C2E12964538E4DE8295C8BC5FC152E84F99,38
sga6.e00.eq.6-2,equation,e00,0,6,6.2,6.2,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,359,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,B75E2211404C03487960E1A5AEDF79337F691ECF1426A7AD10E08A60CBB225B2,39
sga6.e00.eq.6-3,equation,e00,0,6,6.3,6.3,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,363,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1C87A9C7D5C9D02CCCB81F103A1A8B7505B678C4315C234D16CCEC162A9CF1D4,40
sga6.e00.eq.6-4,equation,e00,0,6,6.4,6.4,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,379,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,69CCDC8701534E02E84B7C9DB5719CCB77D057E0A14C088114F33BA1361F3967,41
sga6.e00.eq.6-5,equation,e00,0,6,6.5,6.5,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,383,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,5DACF8A2F50D0D58D4B5AB6732062C673E0571AFA86DA9FEA23198B2DEC00621,42
sga6.e00.eq.6-6,equation,e00,0,6,6.6,6.6,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,391,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,7D298B46FA9588F6CF98E3842FE8B9B0F22D0D6C7FBD639753996E0594783B61,43
sga6.e00.sec.7,subsection,e00,0,7,7,7. Picard groups and the determinant functor,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,402,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,40A43AC0A32F7EFCDA4EE1F1EFBC3632FF0C092F40862AC3F441B1765E2B9C9A,44
sga6.e00.eq.7-1,equation,e00,0,7,7.1,7.1,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,404,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,B91767BABABB4F4FB296BA986B6A95FB5D1D6C7C3CA115D23E49C6E2393F48AD,45
sga6.e00.eq.7-2,equation,e00,0,7,7.2,7.2,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,410,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,3704F9C3C38FB1C42ED7E0D81C6AE14639C0B2583D504F1A1723CF71EC4F2EC2,46
sga6.e00.eq.7-3,equation,e00,0,7,7.3,7.3,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,414,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,5A5E23D3CE67BEC40D93989B653604AC1BC3CE66CD4E6E52326BE5A1587094FA,47
sga6.e00.bibliography,section,e00,0,bibliography,bibliography,Bibliography,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,419,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1CB03C194B26812F51403F1BAD076CF5F64096718202047BC5AAC045262C1912,48
sga6.e00.appendix-to-expose-0-rrr,section,e00,0,appendix-to-expose-0-rrr,appendix-to-expose-0-rrr,Appendix to Exposé 0: RRR,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,436,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1D891519E5104F805B14FDBD96CF89865E0733756D5B65F06F77851A8500EB6D,49
sga6.e00.chapter-i-rings-formal-preliminaries,subsection,e00,0,chapter-i-rings-formal-preliminaries,chapter-i-rings-formal-preliminaries,Chapter I. $\lambda$-rings (formal preliminaries),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,447,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,BF02F25D137E02B0BB22FCED3F3969AD63BE152750906CD9BFB9289735B3EE7C,50
sga6.e00.chapter-ii-classes-of-coherent-algebraic-sheaves,subsection,e00,0,chapter-ii-classes-of-coherent-algebraic,chapter-ii-classes-of-coherent-algebraic,Chapter II. Classes of coherent algebraic sheaves and Chern classes,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,455,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,D12739CD7A6F3EAE11605A8E6D1AEAB838D8C8C2848425CB33B405161705FD07,51
sga6.e00.chapter-i-rings-formal-preliminaries.occ2,section,e00,0,chapter-i-rings-formal-preliminaries,chapter-i-rings-formal-preliminaries,Chapter I. $\lambda$-rings (formal preliminaries),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,465,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,56F05CB11B934D076CCF7ABBE7D70E45D26B5066A14305385FDB31B42FDC7A50,52
sga6.e00.sec.1.occ2,subsection,e00,0,1,1,1. Definitions,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,467,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,69105CF8829357B1D9FFC17C0F89710E2FD983755C87C504FF75BFD2135C01BE,53
sga6.e00.eq.1-1.occ2,equation,e00,0,1,1.1,1.1,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,470,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E83A775558823E74B7207C33891DFB2AF607D54C5A97293CF36783774DE22D66,54
sga6.e00.eq.1-2.occ2,equation,e00,0,1,1.2,1.2,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,474,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,96F423803D11FA9FC2851C552F4916D622D863A1BFBACFE7FEE7CD3CC28700F6,55
sga6.e00.eq.1-3.occ2,equation,e00,0,1,1.3,1.3,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,479,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,3A6EA84518A65311F989E9D76CE7BF2EB09E3D7AA4D11F03B7A8EE1D78A0E7EC,56
sga6.e00.eq.1-4,equation,e00,0,1,1.4,1.4,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,488,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,4D979338159ACD55D334242CD8ED9F08E5724A612F2C1B8BE4662FF51BE109C2,57
sga6.e00.eq.1-5,equation,e00,0,1,1.5,1.5,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,492,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,59604429A95A9517763FD146758F801F23A69C5B7A06E1D6B0CE1F7EF1629CD5,58
sga6.e00.eq.1-6,equation,e00,0,1,1.6,1.6,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,507,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,95CCE5D2D67E37973AD8E6F204FEEB51D33CCCD924D9D3222864E5042985908C,59
sga6.e00.eq.1-7,equation,e00,0,1,1.7,1.7,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,511,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1E2E1B2924BA6CEC30B15342C57CD6FB5309C8D71B55EDE495F9F700806CAA2F,60
sga6.e00.eq.1-8,equation,e00,0,1,1.8,1.8,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,521,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,2795D73DB276B193FC29E895E20B200E82F5AE312612B034E24BB9725084535F,61
sga6.e00.eq.1-9,equation,e00,0,1,1.9,1.9,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,525,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,3D9B65038DBE15AA45FE0949E31C7ACF9BCC6A92A944637797D7E356FACA7329,62
sga6.e00.eq.1-7bis,equation,e00,0,1,1.7bis,1.7 bis,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,529,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A6C162710EE367DB5B4A435302E2B4ABF9DA4448796FE5715C0C6B5AEE561E10,63
sga6.e00.eq.1-10,equation,e00,0,1,1.10,1.10,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,534,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,9C373659AE57125EC6D433AE0717F38DDAD1AF817A83B8F58E71A98C8CFF1EA2,64
sga6.e00.eq.1-11,equation,e00,0,1,1.11,1.11,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,540,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,09475BE925DB28B23C9A1EB5A5DF9277D88158D505F2F6208C90DE9B634CE971,65
sga6.e00.sec.2.occ2,subsection,e00,0,2,2,2. Examples,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,549,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,334A8C00F2523AFDF6AFF0C9FC46BE47B326EE28CDCAE6AF9C20004B0F36A23E,66
sga6.e00.ex.2-1,ex,e00,0,2,1,1),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,551,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,D1F47E5A47CB4CB2F0639DABEF187D1ED63DAB221280869D910C9F60BE38DF47,67
sga6.e00.ex.2-2,ex,e00,0,2,2,2),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,565,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,4DDCDC3195DACD1E53E11029A707ABEB4D797912220AF1B51F5C2AF6E6EB925B,68
sga6.e00.ex.2-3,ex,e00,0,2,3,3),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,575,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,6180669A9FB9D0E8D30055AA57B3BA6C43646A98D88CAF1B2F906B8119F7A55B,69
sga6.e00.eq.1-13,equation,e00,0,2,1.13,1.13,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,580,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A58F786B4F8949A40ED344FEFFAC2F8106E6D084F57E26D41E40A4A9F4AFF083,70
sga6.e00.thm.1-1,thm,e00,0,2,1.1,Theorem 1.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,585,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,51ED7692C975331948C03B7589173C53149EF0D71355FBD6E48B7324E7B072F5,71
sga6.e00.cor.unnamed,cor,e00,0,2,unnamed,Corollary.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,589,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,9789F9610EF1CD0B19DA3AA93ABF90445C0A9F335477BF355FC774F2EA51FC6E,72
